offer_id,offer_type,property_type,location_district,location_city,location_area,agency,office_city
JuiAYjSrynL,sale,land,"okres Žilina",Terchová,Terchová,"RS Mansory s.r.o.",Bratislava
JuQX408bw8H,sale,land,"okres Dolný Kubín",Žaškov,Žaškov,"Bosen Group s.r.o.",Bratislava
Ju3teAVBtOxF,sale,land,"okres Liptovský Mikuláš",Beňadiková,Beňadiková,"GERT , s.r.o.","Liptovský Mikuláš"
JurgCKxDYu4,sale,land,"okres Žilina",Svederník,Svederník,"MGM reality",Žilina
JufImX742Ut,sale,land,"okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny,"AstonReal s.r.o.","Banská Bystrica"
JuLYYDsAsCoc,sale,land,"okres Námestovo","Oravská Jasenica","Oravská Jasenica","RECLOUD Reality a.s.",Bratislava
JuCdelRdGA1,sale,land,"okres Martin",Vrútky,"Karvaša a Bláhovca","Reality D.P.A.",Martin
Ju6jOmyHOzk,sale,land,"okres Žilina",Krasňany,Krasňany,"ŽILINAREAL, s.r.o.",Žilina
JuLQGD34QeZ,sale,land,"okres Žilina",Ovčiarsko,Ovčiarsko,"Reality Alpia",Martin
JuJ9RlquSBH,sale,land,"okres Dolný Kubín","Dolný Kubín",Mokraď,"RK Dalmia s. r. o.","Dolný Kubín"
JuiHO4ziDsX,sale,land,"okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny,"RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuWsp-GzHhf,sale,land,"okres Liptovský Mikuláš",Vlachy,Vlachy,"RESIDENCE realitná kancelária","Liptovský Mikuláš"
JunNzT26gJt,sale,land,"okres Žilina",Kunerad,Kunerad,"Realitka pre každého",Žilina
JuqRYP4Ii_m,sale,land,"okres Martin",Necpaly,Necpaly,"ALT REAL, s.r.o.",Martin
JureB0xysPE,sale,land,"okres Martin",Necpaly,Necpaly,"B10 Slovensko, a. s.",Žilina
JueabChri5n,sale,land,"okres Žilina","Kotrčiná Lúčka","Kotrčiná Lúčka","TARGETreal s. r. o.",Žilina
JuO_g9A6a9wi,sale,land,"okres Martin",Záborie,Záborie,NULL,NULL
Ju4ExXlTo3S,sale,land,"okres Martin",Necpaly,Necpaly,"Ing.Zuzana Paverová","Turčianske Teplice"
Ju5eolzpNXf,sale,land,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom","ŽILINAREAL, s.r.o.",Žilina
Juovk415JFh,sale,land,"okres Žilina",Žilina,Rosinky,"Reality Alpia",Martin
Ju6amfxFDHs,sale,land,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom","TUreality s.r.o.",Žilina
JuPvieB5wD8,sale,land,"okres Žilina",Mojš,Mojš,"AnReal s. r. o.",Mojš
JuE953fYUaJ,sale,land,"okres Martin",Lipovec,Lipovec,"Realitná kancelária",Bratislava
JuUwHBfeaJH,sale,land,"okres Kysucké Nové Mesto","Horný Vadičov","Horný Vadičov","ROSA reality","Kysucké Nové Mesto"
JulnuV6b4dq,sale,land,"okres Martin",Dražkovce,Dražkovce,"Real Reality Development s.r.o.",Martin
Julb8CQS_U3,sale,land,"okres Turčianske Teplice",Sklené,Sklené,"Realitná kancelária",Bratislava
JuSuQFG8xu1,sale,land,"okres Čadca",Makov,Makov,"1. Reality Rent, s.r.o.",Žilina
JuwNYa-6iOH,sale,land,"okres Žilina",Bitarová,Bitarová,"BeMi realitná kancelária",Nitra
JuUlwzFbYFD,sale,land,"okres Dolný Kubín",Kraľovany,Kraľovany,NULL,NULL
JuJOjhQbYoo,sale,land,"okres Turčianske Teplice","Turčianske Teplice","Turčiansky Michal","Ing.Zuzana Paverová","Turčianske Teplice"
JuRzGNU0BD2,sale,land,"okres Turčianske Teplice","Turčianske Teplice",Stred,"Direct Real, spol. s r.o.",Bratislava
Juk20aBZ0Ls,sale,land,"okres Čadca",Raková,Raková,"SLNOVRAT, s.r.o.",Olešná
Ju00kypR_p_,sale,land,"okres Žilina",Rajec,Rajec,"AnoReal, s.r.o.",Stráňavy
JuEWO1OepoK,sale,land,"okres Martin","Kláštor pod Znievom","Kláštor pod Znievom","Reality AK, spol. s r.o.",Martin
JutWL9k4SH-,sale,land,"okres Dolný Kubín","Dolný Kubín","Malý Bysterec","RK Dalmia s. r. o.","Dolný Kubín"
JuwL0eI__3n8,sale,land,"okres Kysucké Nové Mesto",Rudina,Rudina,"WFG reality, s.r.o.",Žilina
Ju7PRPwxRRPQ,sale,land,"okres Žilina",Podhorie,Podhorie,"BeMi realitná kancelária",Nitra
Ju7VNOVgGEX,sale,land,"okres Martin",Sučany,Sučany,NULL,NULL
JuzcT2nMl5E,sale,land,"okres Kysucké Nové Mesto","Horný Vadičov","Horný Vadičov","Mamud Reality s. r. o.",Žilina
JutEPw1J-xD,sale,land,"okres Žilina",Žilina,Zádubnie,"BeMi realitná kancelária",Nitra
JubLSsddj46,sale,land,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","1.BCR REAL ESTATE SLOVAKIA",Bratislava
JuMUzvKUv9i,sale,land,"okres Martin",Martin,Záturčie,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
Ju2dDwgittj,sale,land,"okres Žilina",Stránske,Stránske,"Ing. Gerlinda Bérešová - Esti",Žilina
JuYCEnwkjLX,sale,land,"okres Bytča",Súľov-Hradná,Súľov-Hradná,"TOCA, s.r.o. Realitná činnosť",Bytča
JulcGjr0HkD,sale,land,"okres Martin",Lipovec,Lipovec,"Piata Avenue",Žilina
JuVP0HZPxQP,sale,land,"okres Čadca",Oščadnica,Oščadnica,"SLNOVRAT, s.r.o.",Olešná
JuDxiaz2nPZ,sale,land,"okres Liptovský Mikuláš","Liptovská Anna","Liptovská Anna","M&G, s.r.o.",Bratislava
JuV3Yr0Tkt7,sale,land,"okres Žilina",Terchová,Terchová,"Realitné kancelárie SR",Bratislava
Ju3lYLQgij-,sale,land,"okres Čadca",Čadca,Rieka,"HOLESTIAK.sk reality s.r.o.",Čadca
Ju7o2vN-Kj5,sale,land,"okres Žilina",Žilina,Trnové,"RES GROUP, s.r.o.",Žilina
JuYtpUq3Ljt,sale,land,"okres Martin",Necpaly,Necpaly,"ALT REAL, s.r.o.",Martin
JuLF3n8V0u0,sale,land,"okres Turčianske Teplice","Slovenské Pravno","Slovenské Pravno","DOBRÉ REALITY s.r.o.",Prievidza
Jua-87P0brZ,sale,land,"okres Liptovský Mikuláš","Liptovská Anna","Liptovská Anna","M&G, s.r.o.",Bratislava
Judikv0pXVX,sale,land,"okres Kysucké Nové Mesto",Snežnica,Snežnica,"RK4 REALITY",Bratislava
JuQE6iaf57k,sale,land,"okres Žilina",Ovčiarsko,Ovčiarsko,"RS Mansory s.r.o.",Bratislava
JuZenYjsJ5j,sale,land,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov","Safe reality s. r. o.",Žilina
JunoJZqtPKv,sale,land,"okres Bytča",Kotešová,Kotešová,"RIEŠIME BÝVANIE",Bratislava
JuFDHnuYFxT,sale,land,"okres Martin",Martin,Sever,"RECOM, s.r.o.",Martin
JuCZD2XgLKU,sale,land,"okres Čadca","Krásno nad Kysucou",Kalinov,NULL,NULL
JuB4oTBd8tj,sale,land,"okres Žilina","Dolný Hričov","Dolný Hričov","MGM reality",Žilina
Ju6v5X2xr8N,sale,land,"okres Žilina",Turie,Turie,"Ing. Gerlinda Bérešová - Esti",Žilina
JumpjkKxSdz,sale,land,"okres Dolný Kubín",Zázrivá,Zázrivá,donidDevelop,"Dolný Kubín"
JuQ7vhVLfEg,sale,land,"okres Námestovo",Námestovo,NULL,"RK Dalmia s. r. o.","Dolný Kubín"
JuvOhFg_IIq,sale,land,"okres Martin","Turčiansky Peter","Turčiansky Peter","Reality D.P.A.",Martin
JubkW3740OB,sale,land,"okres Bytča",Kotešová,Kotešová,"RIEŠIME BÝVANIE",Bratislava
Ju8TvPJCfAu,sale,land,"okres Žilina",Terchová,Terchová,"HOLESTIAK.sk reality s.r.o.",Čadca
Jue0k_6k3BC,sale,land,"okres Martin",Podhradie,Podhradie,"Reality Turiec s.r o.",Martin
Juy9B79A4J4,sale,land,"okres Turčianske Teplice",Jazernica,Jazernica,"Realitné kancelárie SR",Bratislava
Jufbp419kLn,sale,land,"okres Liptovský Mikuláš","Uhorská Ves","Uhorská Ves",NULL,NULL
JuoM1a2vfjr,sale,land,"okres Čadca",Čadca,Kyčerka,"1. Reality Rent, s.r.o.",Žilina
JuCX6DjrhAx,sale,land,"okres Liptovský Mikuláš",Kvačany,Kvačany,"Realitná kancelária",Bratislava
Ju3m-dUNJYI,sale,land,"okres Liptovský Mikuláš","Liptovské Beharovce","Liptovské Beharovce","bezmaklérov, s.r.o.",Žilina
JuaWAXYq8CN,sale,land,"okres Kysucké Nové Mesto","Dolný Vadičov","Dolný Vadičov","B10 Slovensko, a. s.",Žilina
JuAOp73hEtJ,sale,land,"okres Turčianske Teplice",Bodorová,Bodorová,"TARGETreal s. r. o.",Žilina
Juml9ZbpWBM,sale,land,"okres Žilina",Rosina,Rosina,"MGM reality",Žilina
JuoqzBB_9Ic,sale,land,"okres Dolný Kubín",Párnica,Párnica,donidDevelop,"Dolný Kubín"
JuLeQIMuEoJ,sale,land,"okres Turčianske Teplice",Mošovce,Mošovce,"Vianema s.r.o.",Bratislava
JuvLJIIUOfY,sale,land,"okres Liptovský Mikuláš",Lazisko,Lazisko,"Direct Real, spol. s r.o.",Bratislava
Ju3PLVbW63-,sale,land,"okres Dolný Kubín",Veličná,Veličná,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
Jup1kPgQpEa,sale,land,"okres Žilina",Lietava,Lietava,"BeMi realitná kancelária",Nitra
JuVYqJ0JX1k,sale,land,"okres Žilina",Žilina,Budatín,"Reality Alpia",Martin
JuOOdwBZpnq,sale,land,"okres Dolný Kubín",Pribiš,Pribiš,"OREA, s.r.o.","Dolný Kubín"
JuFHiiWQjoz,sale,land,"okres Žilina","Veľká Čierna","Veľká Čierna","StorkReal s. r. o.","Rajecká Lesná"
JuxCQhpzaPp,sale,land,"okres Martin",Trnovo,Trnovo,"JMB REALITY s.r.o.",Ľubietová
Ju2vqxn_y5h,sale,land,"okres Čadca",Skalité,Skalité,"1. Reality Rent, s.r.o.",Žilina
JuVQc2LdTTG,sale,land,"okres Martin",Sučany,Sučany,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuUUpLR6AWM,sale,land,"okres Žilina","Dolná Tižina","Dolná Tižina",NULL,NULL
Juod5b-P5x2,sale,land,"okres Žilina",Žilina,Budatín,"Real Estate Group4U","Považská Bystrica"
Julqx-OsWd4,sale,land,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom","TOCA, s.r.o. Realitná činnosť",Bytča
JuNDmq9QqWV,sale,land,"okres Liptovský Mikuláš",Východná,Východná,"HALO reality, s.r.o.",Prievidza
JuAW0SJGZe9,sale,land,"okres Žilina","Kotrčiná Lúčka","Kotrčiná Lúčka","RS Mansory s.r.o.",Bratislava
JuL1tbUXhpj,sale,land,"okres Kysucké Nové Mesto",Lodno,Lodno,"WFG reality, s.r.o.",Žilina
Ju55_tGfxfr,sale,land,"okres Liptovský Mikuláš","Liptovský Mikuláš",Stošice,"KRUPPKY, s.r.o.","Liptovský Mikuláš"
Juv_OE5QhUq,sale,land,"okres Žilina",Terchová,Terchová,"EASY centrum bývania, s.r.o.",Žilina
Ju68Dykgvdc,sale,land,"okres Žilina","Dolná Tižina","Dolná Tižina","TUreality s.r.o.",Žilina
Ju8oY2HaCv1,sale,land,"okres Martin",Martin,Jahodníky,"Reality Alpia",Martin
JuRanZisa5Z,sale,land,"okres Žilina",Marčk,Marčk,"MGM reality",Žilina
Juu_JI3IbCE,rent,land,"okres Bytča",Bytča,"Bytča - sever","MGM reality",Žilina
Juz-5oPyoQW,sale,land,"okres Žilina",Rosina,Rosina,"MGM reality",Žilina
Ju0UmYe9Px-,sale,land,"okres Čadca",Staškov,Staškov,"BeMi realitná kancelária",Nitra
JuDwRiMatNB,sale,land,"okres Martin",Sklabiňa,Sklabiňa,"ALT REAL, s.r.o.",Martin
JugG3vyzxv0,sale,land,"okres Martin","Turčianska Štiavnička","Turčianska Štiavnička","Reality Center, s.r.o.",Martin
Ju5LTX3e1H6,sale,land,"okres Čadca",Oščadnica,Oščadnica,"BeMi realitná kancelária",Nitra
JuMxwj9KkkZ,sale,land,"okres Námestovo","Oravská Jasenica","Oravská Jasenica","RE/MAX Slovakia",Bratislava
JuicyD7lpub,sale,land,"okres Žilina",Žilina,Budatín,"EASY centrum bývania, s.r.o.",Žilina
JubcbkupV-K,sale,land,"okres Bytča",Bytča,"Bytča - sever","Reality IQ, s.r.o.",Žilina
Ju4Q_gSlKhh,sale,land,"okres Žilina",Kľače,Kľače,"Realitné kancelárie SR",Bratislava
JuQ9QuExnST,sale,land,"okres Martin",Martin,Záturčie,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
JuSwT_XLgPV,sale,land,"okres Ružomberok",Ružomberok,"Revúcka dolina","PhDr. Miloš Kocúr - BKM Consulting",Skalité
JuD1-Yw-h6R,sale,land,"okres Žilina","Dolná Tižina","Dolná Tižina",NULL,NULL
JuDFS7ZcUKC,sale,land,"okres Čadca",Makov,Makov,"AP REAL, s.r.o.",Bratislava
JugiMieeEs_,sale,land,"okres Martin",Vrútky,"Dolné Vrútky","RECLOUD Reality a.s.",Bratislava
JunYVarhNpk,sale,land,"okres Žilina","Dolný Hričov","Dolný Hričov","Mgr. Renáta Kolenčíková",Nitra
JuOBPA2nCGL,sale,land,"okres Žilina","Teplička nad Váhom","Teplička nad Váhom","Realitná kancelária SYMPATIA REAL s. r. o.",Žilina
JuwNxJhCDfg,sale,land,"okres Bytča",Bytča,"Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",Bytča
JuvQg4wxWiM,sale,land,"okres Žilina",Bitarová,Bitarová,"Realitka pre každého",Žilina
JuVBbGfUDf1,sale,land,"okres Ružomberok",Ivachnová,Ivachnová,"New Ways Reality&Financie",Poprad
JuOwj2nckB1,sale,land,"okres Žilina",Rosina,Rosina,"X-REAL, s. r. o.",Žilina
JulYy4ldFQa1,sale,land,"okres Žilina",Bitarová,Bitarová,"Safe reality s. r. o.",Žilina
JuflONHQOiV,sale,land,"okres Dolný Kubín","Vyšný Kubín","Vyšný Kubín","ZRUBY RAJEC, s.r.o.",Rajec
JuvkGcZpCKL,sale,land,"okres Námestovo","Oravská Lesná","Oravská Lesná","BeMi realitná kancelária",Nitra
JutxQo51THJ,sale,land,"okres Čadca",Raková,Raková,"KUBALA REALITY, s.r.o.",Čadca
JuY_kixqoQW,sale,land,"okres Liptovský Mikuláš",Kvačany,Kvačany,"agreal.sk, spol. s r.o.",Bratislava
JuafO7D1C5y,sale,land,"okres Liptovský Mikuláš",Jamník,Jamník,"BEŇO REALITY","Liptovský Mikuláš"
JuojulIxoMm,sale,land,"okres Liptovský Mikuláš",Pribylina,Pribylina,"Direct Real, spol. s r.o.",Bratislava
Juk7ESYVk3r,sale,land,"okres Námestovo",Vasiľov,Vasiľov,"RK Dalmia s. r. o.","Dolný Kubín"
JuDPVSkdjbb,sale,land,"okres Bytča",Kotešová,Kotešová,"Safe reality s. r. o.",Žilina
JuSMDjKsDMw,sale,land,"okres Bytča","Veľké Rovné","Veľké Rovné","TARGETreal s. r. o.",Žilina
JuK4j_sbxpH,sale,land,"okres Žilina",Kľače,Kľače,"StorkReal s. r. o.","Rajecká Lesná"
JuDu2MlXcTn,sale,land,"okres Martin",Ratkovo,Ratkovo,"Direct Real, spol. s r.o.",Bratislava
JuvZDfX9h0j,sale,land,"okres Čadca",Staškov,Staškov,"HOLESTIAK.sk reality s.r.o.",Čadca
JufxtZp_N5P,sale,land,"okres Liptovský Mikuláš","Závažná Poruba","Závažná Poruba","HALO reality, s.r.o.",Prievidza
JuB8mFJnVT3,sale,land,"okres Martin",Príbovce,Príbovce,"Reality ASTORIA, s.r.o.",Martin
JuNyZWoxw0A,sale,land,"okres Martin","Turčiansky Peter","Turčiansky Peter","TARGETreal s. r. o.",Žilina
Juu-qpDOYIv,sale,land,"okres Žilina",Mojš,Mojš,"Mamud Reality s. r. o.",Žilina
JuOPdmvhEwO,sale,land,"okres Martin",Necpaly,Necpaly,"B10 Slovensko, a. s.",Žilina
JuJ2_wybbaK,sale,land,"okres Žilina",Žilina,"Žilinská Lehota","ETHOS reality, s. r. o.","Krásno nad Kysucou"
JueBhRnur92,sale,land,"okres Čadca",Čadca,Podzávoz,"1. Reality Rent, s.r.o.",Žilina
JuvVzNYO2xk,sale,land,"okres Liptovský Mikuláš","Liptovské Kľačany","Liptovské Kľačany","AstonReal s.r.o.","Banská Bystrica"
Ju_fVXnqYH3,sale,land,"okres Čadca","Dlhá nad Kysucou","Dlhá nad Kysucou","WFG reality, s.r.o.",Žilina
Ju-SZF8QBN4,sale,land,"okres Čadca",Oščadnica,Oščadnica,"SLNOVRAT, s.r.o.",Olešná
JufBtLiGIPk,sale,land,"okres Kysucké Nové Mesto",Rudinská,Rudinská,"BR ACADEMY, s. r. o.","Kysucké Nové Mesto"
JudMigoHhfK,sale,land,"okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica","TUreality s.r.o.",Žilina
JuWPMQs-4VM,sale,land,"okres Martin",Lipovec,Lipovec,"Real Reality Development s.r.o.",Martin
JuR6b65HC4k,sale,land,"okres Čadca",Skalité,Skalité,"1. Reality Rent, s.r.o.",Žilina
JuzOGUk6m--,sale,land,"okres Martin",Šútovo,Šútovo,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
JuGRHQWEm6t,sale,land,"okres Žilina",Divina,Divina,"Real Estate Group4U","Považská Bystrica"
JuxeTnNf4SA,sale,land,"okres Žilina",Žilina,Strážov,"MGM reality",Žilina
JuvbiaDUOpH,sale,land,"okres Žilina",Žilina,Budatín,"RS Mansory s.r.o.",Bratislava
JusTHrdS9S-,sale,land,"okres Čadca",Korňa,Korňa,"TRI LIPY, s. r. o.",Čadca
JuZHBvu_y5k,sale,land,"okres Žilina","Lietavská Lúčka","Lietavská Lúčka","T.S.reality, s.r.o.",Brno
JuFCukJYH3o,sale,land,"okres Dolný Kubín","Dolný Kubín",Záskalie,"OREA, s.r.o.","Dolný Kubín"
JufaT9ciPca,sale,land,"okres Liptovský Mikuláš",Ľubeľa,Ľubeľa,G-REAL,"Liptovský Mikuláš"
JupbvvbWZFWc,sale,land,"okres Martin",Martin,Sever,"RECOM, s.r.o.",Martin
JugYDWGaYrW,sale,land,"okres Žilina","Dolný Hričov","Dolný Hričov","RS Mansory s.r.o.",Bratislava
JuTbm-HYgXk,sale,land,"okres Čadca",Čadca,NULL,"SLNOVRAT, s.r.o.",Olešná
JujaAjDinmCV,sale,land,"okres Liptovský Mikuláš",Ižipovce,Ižipovce,Limaxreal,"Liptovský Mikuláš"
JuwpErO1oQo,sale,land,"okres Martin",Vrútky,"Karvaša a Bláhovca","TARGETreal s. r. o.",Žilina
JuXyzVvMfD0,sale,land,"okres Dolný Kubín","Dolný Kubín","Veľký Bysterec","OREA, s.r.o.","Dolný Kubín"
Jur2dnOd-h4,sale,land,"okres Čadca",Čadca,Rieka,"SLNOVRAT, s.r.o.",Olešná
JuL88g5odPF,sale,land,"okres Čadca",Čadca,Rieka,"1. Reality Rent, s.r.o.",Žilina
Ju9K2ce3tAr,sale,land,"okres Dolný Kubín",Osádka,Osádka,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
Ju-NDMj5LtQ,sale,land,"okres Ružomberok",Štiavnička,Štiavnička,NULL,NULL
JuUM9axhhyU,sale,land,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov","Realitné kancelárie SR",Bratislava
JuAZ6fgfjuZ,sale,land,"okres Čadca",Čierne,Čierne,"AnReal s. r. o.",Mojš
JucTCCPlXaR,sale,land,"okres Martin",Martin,NULL,"ŽILINAREAL, s.r.o.",Žilina
JuhoPxrS652,sale,land,"okres Ružomberok",Hubová,Hubová,"REALITY SPOLU",Bratislava
Juvwo3yus2z,sale,land,"okres Žilina",Bitarová,Bitarová,"RS Mansory s.r.o.",Bratislava
Ju-MIVcElKG,sale,land,"okres Žilina",Žilina,Budatín,NULL,NULL
Ju_1W8VjrZV,sale,land,"okres Žilina",Bitarová,Bitarová,"BeMi realitná kancelária",Nitra
Ju4W-q9O29Z,sale,land,"okres Bytča",Predmier,Predmier,"Vianema s.r.o.",Bratislava
Juw8Xkyweh9,sale,land,"okres Žilina",Rosina,Rosina,"MGM reality",Žilina
JuQ6qmIjohw,sale,land,"okres Námestovo",Námestovo,Čerchle,"BeMi realitná kancelária",Nitra
JuN4Ko5MTcJ,sale,land,"okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny,"Direct Real, spol. s r.o.",Bratislava
JusslN-MwRD,sale,land,"okres Čadca",Makov,Makov,"1. Reality Rent, s.r.o.",Žilina
JupMjKkwPeV,sale,land,"okres Liptovský Mikuláš",Kvačany,Kvačany,"Realitná kancelária",Bratislava
JutcLxhDE3o,sale,land,"okres Žilina",Kunerad,Kunerad,"StorkReal s. r. o.","Rajecká Lesná"
JukIBS7GOVs,sale,land,"okres Martin",Martin,Priekopa,"Buby reality, s.r.o.",Žilina
JuAgx4tBYzv,sale,land,"okres Čadca",Staškov,Staškov,"1. Reality Rent, s.r.o.",Žilina
JuDHH4NlCyqo,sale,land,"okres Liptovský Mikuláš","Svätý Kríž","Svätý Kríž","AstonReal s.r.o.","Banská Bystrica"
Jujch7drC6q,sale,land,"okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján","RE/MAX Slovakia",Bratislava
JusCy__yyRZ,sale,land,"okres Turčianske Teplice",Mošovce,Mošovce,"Reality D.P.A.",Martin
JuW8aAxjxNx,sale,land,"okres Liptovský Mikuláš",Prosiek,Prosiek,liptoreal,"Liptovský Mikuláš"
JutdkjPNxRS,sale,land,"okres Žilina",Rosina,Rosina,"TARGETreal s. r. o.",Žilina
JuW_12z2Y4f,sale,land,"okres Martin",Belá-Dulice,Belá-Dulice,"Reality Turiec s.r o.",Martin
Ju4g9YHwdlx,sale,land,"okres Žilina",Zbyňov,Zbyňov,"StorkReal s. r. o.","Rajecká Lesná"
Ju4ms2VGYuHG,sale,land,"okres Žilina",Terchová,Terchová,"RS Mansory s.r.o.",Bratislava
JuEpEk6fWjH,sale,land,"okres Žilina","Dolný Hričov","Dolný Hričov","RS Mansory s.r.o.",Bratislava
JuxTRMglx-W,sale,land,"okres Čadca",Raková,Raková,"BeMi realitná kancelária",Nitra
JuvJszhFBaP,sale,land,"okres Turčianske Teplice",Mošovce,Mošovce,"Real Reality Development s.r.o.",Martin
JuixgWiuI-g,sale,land,"okres Martin",Príbovce,Príbovce,"RE/MAX Slovakia",Bratislava
Judc1EdBcup,sale,land,"okres Turčianske Teplice",Kaľamenová,Kaľamenová,"Reality Alpia",Martin
JudYr0kY49Z,sale,land,"okres Martin",Blatnica,Blatnica,"ALT REAL, s.r.o.",Martin
JuPbTvxxFti,sale,land,"okres Žilina",Krasňany,Krasňany,NULL,NULL
JutjlsqdjlN,sale,land,"okres Martin",Diaková,Diaková,"B10 Slovensko, a. s.",Žilina
Ju3PrO2eSPN,sale,land,"okres Čadca",Korňa,Korňa,"ETHOS reality, s. r. o.","Krásno nad Kysucou"
Ju2NQev2SId,sale,land,"okres Liptovský Mikuláš",Jakubovany,Jakubovany,NULL,NULL
JuxYYBPBmey,sale,land,"okres Martin",Vrícko,Vrícko,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
JutnFvbh17V,sale,land,"okres Liptovský Mikuláš","Liptovský Peter","Liptovský Peter","RE/MAX Slovakia",Bratislava
JutbpFV_5ly,sale,land,"okres Martin",Lipovec,Lipovec,"Reality AK, spol. s r.o.",Martin
JuscZOsY1gt,sale,land,"okres Čadca",Staškov,Staškov,"Safe reality s. r. o.",Žilina
JuDU5D47va2,sale,land,"okres Ružomberok",Komjatná,Komjatná,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuXhVixLVGG,sale,land,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov","Real Estate Group4U","Považská Bystrica"
JuLRr4cyAPf,sale,land,"okres Námestovo","Oravská Lesná","Oravská Lesná","Reality IQ, s.r.o.",Žilina
Ju9cyC56Bl4,sale,land,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Suľkov,"1. Reality Rent, s.r.o.",Žilina
Ju7pU7Ouw32,sale,land,"okres Čadca",Korňa,Korňa,"RECLOUD Reality a.s.",Bratislava
Ju9SYtrH9Xk,sale,land,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa","Realitná kancelária",Bratislava
Ju9A78TekYt,sale,land,"okres Bytča","Veľké Rovné","Veľké Rovné","IDEÁLNE BÝVANIE, s.r.o.",Žilina
JuMK_ZB-5jG,sale,land,"okres Martin",Valča,Valča,"Reality MT s.r.o.",Martin
Jutfm6VQ_-o,sale,land,"okres Žilina",Rosina,Rosina,"MGM reality",Žilina
JuZeBBGEyyq,sale,land,"okres Martin",Vrútky,"Karvaša a Bláhovca","Reality D.P.A.",Martin
JuYoMQAxiBt,sale,land,"okres Žilina","Kamenná Poruba","Kamenná Poruba","Real Estate Group4U","Považská Bystrica"
JuzTBHETb5G,sale,land,"okres Bytča",Kolárovice,Kolárovice,"Romantické Chalupy, s.r.o.",Bratislava
Ju_Srz9D_6-,sale,land,"okres Turčianske Teplice",Čremošné,Čremošné,"Romantické Chalupy, s.r.o.",Bratislava
Ju7lkcp0j1X,sale,land,"okres Ružomberok","Liptovské Sliače","Liptovské Sliače",NULL,NULL
JuxrV_XvqkB,sale,land,"okres Žilina",Ovčiarsko,Ovčiarsko,"House Real Žilina",Žilina
JuP8rlC8Xco,sale,land,"okres Žilina",Žilina,Trnové,"ATP stavby s.r.o.","Teplička nad Váhom"
Ju9EWCUTpfs,sale,land,"okres Liptovský Mikuláš","Uhorská Ves","Uhorská Ves","KRUPPKY, s.r.o.","Liptovský Mikuláš"
JuEl_5mhIIG,sale,land,"okres Liptovský Mikuláš","Svätý Kríž","Svätý Kríž","Reality Alpia",Martin
JuYP7ILQfhI,sale,land,"okres Žilina",Varín,Varín,"Reality Alpia",Martin
JuGjSvB2SWb,sale,land,"okres Žilina",Višňové,Višňové,"B10 Slovensko, a. s.",Žilina
JufDqWof_NN,sale,land,"okres Čadca",Olešná,Olešná,"1. Reality Rent, s.r.o.",Žilina
Juv3W5C4xtN_,sale,land,"okres Ružomberok","Liptovské Sliače","Liptovské Sliače","Apollo House",Bratislava
JuYP_MCF9yI,sale,land,"okres Čadca","Nová Bystrica","Nová Bystrica","1. Reality Rent, s.r.o.",Žilina
Ju2u6VZSsgd,sale,land,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec","Realitné kancelárie SR",Bratislava
Juvdw9xd7yr,sale,land,"okres Žilina",Varín,Varín,"Realitné kancelárie SR",Bratislava
JufFFiGUtxN,sale,land,"okres Liptovský Mikuláš","Liptovský Mikuláš",Vitálišovce,"RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuWpmO3Yrkb,sale,land,"okres Martin",Sučany,Sučany,"Reality D.P.A.",Martin
JuowzNUzni4,sale,land,"okres Dolný Kubín",Veličná,Veličná,donidDevelop,"Dolný Kubín"
JuIGtLwLscT,sale,land,"okres Liptovský Mikuláš","Liptovský Mikuláš",Stošice,Limaxreal,"Liptovský Mikuláš"
JuPzrcI9eBw,sale,land,"okres Martin",Turany,Turany,"Realitné kancelárie SR",Bratislava
Ju40F3aMhkE,sale,land,"okres Ružomberok",Ružomberok,Baničné,"FISCHER & PARTNERS, s.r.o.",Ružomberok
