location_district,location_area,agency,count,rank_no
"okres Žilina",Strečno,"Realitná kancelária",1,6
"okres Žilina",Šuja,"TUreality s.r.o.",1,1
"okres Žilina",Svederník,"Realitné kancelárie SR",3,1
"okres Žilina",Svederník,"MGM reality",3,2
"okres Žilina",Svederník,"Reality IQ, s.r.o.",2,3
"okres Žilina",Svederník,"TUreality s.r.o.",2,4
"okres Žilina",Svederník,"BeMi realitná kancelária",1,5
"okres Žilina",Svederník,"TARGETreal s. r. o.",1,6
"okres Žilina",Svederník,"X-REAL, s. r. o.",1,7
"okres Žilina",Svederník,"YFE, s.r.o.",1,8
"okres Žilina",Svederník,"RIEŠIME BÝVANIE",1,9
"okres Žilina","Teplička nad Váhom","Piata Avenue",2,1
"okres Žilina","Teplička nad Váhom","TARGETreal s. r. o.",2,2
"okres Žilina","Teplička nad Váhom","Realitné kancelárie SR",2,3
"okres Žilina","Teplička nad Váhom","Realitná kancelária RED, s.r.o.",2,4
"okres Žilina","Teplička nad Váhom","Mamud Reality s. r. o.",1,5
"okres Žilina","Teplička nad Váhom","RIEŠIME BÝVANIE",1,6
"okres Žilina","Teplička nad Váhom","Reality Alpia",1,7
"okres Žilina","Teplička nad Váhom","DRR INVEST, s. r. o.",1,8
"okres Žilina","Teplička nad Váhom","ROMDOM, s. r. o",1,9
"okres Žilina","Teplička nad Váhom","Realitná kancelária SYMPATIA REAL s. r. o.",1,10
"okres Žilina",Terchová,"RS Mansory s.r.o.",5,1
"okres Žilina",Terchová,"KORSO Project, s.r.o.",4,2
"okres Žilina",Terchová,"AnoReal, s.r.o.",2,3
"okres Žilina",Terchová,"Piata Avenue",2,4
"okres Žilina",Terchová,"TARGETreal s. r. o.",2,5
"okres Žilina",Terchová,"Realitná kancelária RED, s.r.o.",2,6
"okres Žilina",Terchová,"ALT REAL, s.r.o.",2,7
"okres Žilina",Terchová,"WFG reality, s.r.o.",2,8
"okres Žilina",Terchová,"Realitná kancelária DOM",1,9
"okres Žilina",Terchová,"Georgi Conev",1,10
"okres Žilina",Terchová,"1. Reality Rent, s.r.o.",1,11
"okres Žilina",Terchová,"MGM reality",1,12
"okres Žilina",Terchová,"Bonjour real",1,13
"okres Žilina",Terchová,"Reality Alpia",1,14
"okres Žilina",Terchová,"HALO reality, s.r.o.",1,15
"okres Žilina",Terchová,"Pegas real s.r.o.",1,16
"okres Žilina",Terchová,"RAJA, spol. s r.o.",1,17
"okres Žilina",Terchová,"RIEŠIME BÝVANIE",1,18
"okres Žilina",Terchová,"Briliant Reality, s.r.o.",1,19
"okres Žilina",Terchová,"EASY centrum bývania, s.r.o.",1,20
"okres Žilina",Terchová,"Realitné kancelárie SR",1,21
"okres Žilina",Terchová,"B10 Slovensko, a. s.",1,22
"okres Žilina",Terchová,"HOLESTIAK.sk reality s.r.o.",1,23
"okres Žilina",Trnové,"Realitné kancelárie SR",3,1
"okres Žilina",Trnové,"WFG reality, s.r.o.",3,2
"okres Žilina",Trnové,"Reality IQ, s.r.o.",2,3
"okres Žilina",Trnové,"MGM reality",2,4
"okres Žilina",Trnové,"RIEŠIME BÝVANIE",2,5
"okres Žilina",Trnové,"RS Mansory s.r.o.",2,6
"okres Žilina",Trnové,"RES GROUP, s.r.o.",1,7
"okres Žilina",Trnové,"StorkReal s. r. o.",1,8
"okres Žilina",Trnové,"ATP stavby s.r.o.",1,9
"okres Žilina",Trnové,"Piata Avenue",1,10
"okres Žilina",Trnové,"R2 SK, s.r.o.",1,11
"okres Žilina",Trnové,"TUreality s.r.o.",1,12
"okres Žilina",Trnové,"BeMi realitná kancelária",1,13
"okres Žilina",Trnové,"Realitná kancelária RED, s.r.o.",1,14
"okres Žilina",Trnové,"Ing. Gerlinda Bérešová - Esti",1,15
"okres Žilina",Turie,"RES GROUP, s.r.o.",6,1
"okres Žilina",Turie,"Realitná kancelária RED, s.r.o.",2,2
"okres Žilina",Turie,"Realitné kancelárie SR",1,3
"okres Žilina",Turie,"MGM reality",1,4
"okres Žilina",Turie,"Ing. Gerlinda Bérešová - Esti",1,5
"okres Žilina",Turie,"Realitná kancelária",1,6
"okres Žilina",Varín,"MGM reality",3,1
"okres Žilina",Varín,"Reality Alpia",2,2
"okres Žilina",Varín,"R2 SK, s.r.o.",2,3
"okres Žilina",Varín,"TARGETreal s. r. o.",1,4
"okres Žilina",Varín,"Nové bývanie",1,5
"okres Žilina",Varín,Maxareality,1,6
"okres Žilina",Varín,"Safe reality s. r. o.",1,7
"okres Žilina",Varín,"TUreality s.r.o.",1,8
"okres Žilina",Varín,"ROMDOM, s. r. o",1,9
"okres Žilina",Varín,"Mamud Reality s. r. o.",1,10
"okres Žilina",Varín,"Vianema s.r.o.",1,11
"okres Žilina",Varín,"Realitné kancelárie SR",1,12
"okres Žilina","Veľká Čierna","StorkReal s. r. o.",1,1
"okres Žilina","Veľká Čierna","RIEŠIME BÝVANIE",1,2
"okres Žilina",Višňové,"Realitné kancelárie SR",3,1
"okres Žilina",Višňové,"RES GROUP, s.r.o.",3,2
"okres Žilina",Višňové,"MGM reality",2,3
"okres Žilina",Višňové,"WFG reality, s.r.o.",1,4
"okres Žilina",Višňové,"ŽILINAREAL, s.r.o.",1,5
"okres Žilina",Višňové,"ATP stavby s.r.o.",1,6
"okres Žilina",Višňové,"Realitná kancelária RED, s.r.o.",1,7
"okres Žilina",Višňové,"TUreality s.r.o.",1,8
"okres Žilina",Višňové,"Realitná kancelária",1,9
"okres Žilina",Višňové,"AnoReal, s.r.o.",1,10
"okres Žilina",Višňové,"Ing. Gerlinda Bérešová - Esti",1,11
"okres Žilina",Višňové,"RIEŠIME BÝVANIE",1,12
"okres Žilina",Višňové,"BeMi realitná kancelária",1,13
"okres Žilina",Višňové,"TeEq Reality",1,14
"okres Žilina",Višňové,"Reality Alpia",1,15
"okres Žilina",Višňové,"StorkReal s. r. o.",1,16
"okres Žilina",Višňové,"B10 Slovensko, a. s.",1,17
"okres Žilina",Višňové,"Georgi Conev",1,18
"okres Žilina",Višňové,"Mgr. Nina Herčková, RSc.",1,19
"okres Žilina",Višňové,"Safe reality s. r. o.",1,20
"okres Žilina",Vlčince,"Reinoo a.s.",17,1
"okres Žilina",Vlčince,"Realitná kancelária RED, s.r.o.",6,2
"okres Žilina",Vlčince,"MGM reality",6,3
"okres Žilina",Vlčince,"Safe reality s. r. o.",4,4
"okres Žilina",Vlčince,"HMS Services, a. s.",4,5
"okres Žilina",Vlčince,"WFG reality, s.r.o.",3,6
"okres Žilina",Vlčince,"RIEŠIME BÝVANIE",3,7
"okres Žilina",Vlčince,"Wealth Group, s.r.o.",3,8
"okres Žilina",Vlčince,"RK4 REALITY",2,9
"okres Žilina",Vlčince,"DreamReality s.r.o.",2,10
"okres Žilina",Vlčince,"Reality Alpia",2,11
"okres Žilina",Vlčince,"Direct Real, spol. s r.o.",2,12
"okres Žilina",Vlčince,"Piata Avenue",2,13
"okres Žilina",Vlčince,"Realitné kancelárie SR",2,14
"okres Žilina",Vlčince,"EASY centrum bývania, s.r.o.",2,15
"okres Žilina",Vlčince,"AnoReal, s.r.o.",1,16
"okres Žilina",Vlčince,"PSynchro RK32",1,17
"okres Žilina",Vlčince,"ROMDOM, s. r. o",1,18
"okres Žilina",Vlčince,"R2 SK, s.r.o.",1,19
"okres Žilina",Vlčince,"B10 Slovensko, a. s.",1,20
"okres Žilina",Vlčince,"MENS s. r. o.",1,21
"okres Žilina",Vlčince,"KVArent, s.r.o.",1,22
"okres Žilina",Vlčince,"Mgr. Nina Herčková, RSc.",1,23
"okres Žilina",Vlčince,"KRALIKOVA reality",1,24
"okres Žilina",Vlčince,"LAVENTURA s.r.o.",1,25
"okres Žilina",Vlčince,"TUreality s.r.o.",1,26
"okres Žilina",Vlčince,"Gro & Partners",1,27
"okres Žilina",Vlčince,"Jacek reality s. r. o.",1,28
"okres Žilina",Vlčince,"Renovo Reality",1,29
"okres Žilina",Vlčince,"TARGETreal s. r. o.",1,30
"okres Žilina",Vlčince,"MK CAR, s.r.o.",1,31
"okres Žilina",Vlčince,"Realitka pre každého",1,32
"okres Žilina",Vlčince,"DRR INVEST, s. r. o.",1,33
"okres Žilina",Vlčince,"JKV REAL",1,34
"okres Žilina",Zádubnie,"BeMi realitná kancelária",1,1
"okres Žilina",Závodie,"MGM reality",3,1
"okres Žilina",Závodie,"Realitné kancelárie SR",3,2
"okres Žilina",Závodie,"Realitná kancelária RED, s.r.o.",3,3
"okres Žilina",Závodie,"TUreality s.r.o.",2,4
"okres Žilina",Závodie,"GAMA Reality, s.r.o.",1,5
"okres Žilina",Závodie,"RIEŠIME BÝVANIE",1,6
"okres Žilina",Závodie,"Effecting s.r.o.",1,7
"okres Žilina",Závodie,"REALITY SPOLU",1,8
"okres Žilina",Závodie,"Reality IQ, s.r.o.",1,9
"okres Žilina",Závodie,"RENOME REAL",1,10
"okres Žilina",Závodie,"R2 SK, s.r.o.",1,11
"okres Žilina",Závodie,NajlepšíMakléri.sk,1,12
"okres Žilina",Závodie,"TARGETreal s. r. o.",1,13
"okres Žilina",Závodie,"DreamReality s.r.o.",1,14
"okres Žilina",Závodie,"Safe reality s. r. o.",1,15
"okres Žilina",Závodie,"RS Mansory s.r.o.",1,16
"okres Žilina",Závodie,"AnoReal, s.r.o.",1,17
"okres Žilina",Zbyňov,"WFG reality, s.r.o.",2,1
"okres Žilina",Zbyňov,"StorkReal s. r. o.",2,2
"okres Žilina",Zbyňov,"Realitné kancelárie SR",2,3
"okres Žilina",Zbyňov,"AnoReal, s.r.o.",1,4
"okres Žilina",Zbyňov,"Realitná kancelária",1,5
"okres Žilina","Žilinská Lehota","DRR INVEST, s. r. o.",3,1
"okres Žilina","Žilinská Lehota","Real Estate Group4U",2,2
"okres Žilina","Žilinská Lehota","Realitná kancelária RED, s.r.o.",1,3
"okres Žilina","Žilinská Lehota","IDEÁLNE BÝVANIE, s.r.o.",1,4
"okres Žilina","Žilinská Lehota","ETHOS reality, s. r. o.",1,5
