offer_id,offer_type,property_type,area,condition,location_district,location_city,location_area
Ju88ayVM-YP5,rent,"4-room apartment",161,unrenovated,"okres Turčianske Teplice","Turčianske Teplice",Diviaky
Jui1Zkf_kg-,sale,"1-room apartment",35,"fully renovated","okres Čadca",Čadca,Centrum
Jun79Tn_Ep0,sale,"3-room apartment",67,"fully renovated","okres Žilina",Žilina,Vlčince
JuR1WqY3g_N,sale,"2-room apartment",55,"fully renovated","okres Žilina",Žilina,Hliny
JuITWn48g9Q,sale,"1-room apartment",28,"new construction","okres Martin","Turčianska Štiavnička","Turčianska Štiavnička"
JuiQqoYVioM,sale,"2-room apartment",50,"under construction","okres Liptovský Mikuláš",Ľubeľa,Ľubeľa
JuE40RXyw1_,sale,"2-room apartment",50,"new construction","okres Žilina",Žilina,Hájik
JuvTw1ebtHj,sale,"2-room apartment",54,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
Ju27eP_ig4Z,rent,"2-room apartment",51,"new construction","okres Žilina",Žilina,Hliny
JuwdgQhbLJx,sale,"3-room apartment",73,"partially renovated","okres Martin",Martin,Košúty
JuYwrDdapt0,sale,"3-room apartment",68,unrenovated,"okres Čadca",Čadca,"U Hluška"
JuQhVUDoHMr,sale,"2-room apartment",58,"fully renovated","okres Martin",Martin,Sever
JuzIKTQ0UvK,sale,"4-room apartment",84,"partially renovated","okres Liptovský Mikuláš","Liptovský Hrádok",Belánska
JuTnsSFnlFI,sale,"3-room apartment",58,"fully renovated","okres Martin",Martin,Sever
JuY5BHrBXS_,rent,"4-room apartment",86,"fully renovated","okres Martin",Martin,Košúty
JuDGw-se-Mg,rent,"1-room apartment",38,"new construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko
JuOMOLcEq4z,sale,"3-room apartment",68,"partially renovated","okres Čadca",Čadca,Kyčerka
JuQ4Jf_xqij,rent,"2-room apartment",70,"fully renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko
Ju8GQ26KaaT,sale,"2-room apartment",50,"under construction","okres Ružomberok",Ružomberok,Roveň
JuCMZI1bT6r,sale,"3-room apartment",65,unrenovated,"okres Martin",Martin,NULL
Ju9csMkjbyN,rent,"3-room apartment",71,"partially renovated","okres Martin",Martin,Ľadoveň
JuXGzvpMBBm,sale,"2-room apartment",60,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
Ju52lG6Waej,sale,"studio apartment",25,"new construction","okres Žilina",Žilina,Vlčince
JuTQd4u0n33,sale,"2-room apartment",51,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
JuwMlHIuC26,rent,"2-room apartment",31,"new construction","okres Martin","Turčianska Štiavnička","Turčianska Štiavnička"
Juuarx0CWmR,sale,"2-room apartment",47,"new construction","okres Turčianske Teplice","Turčianske Teplice",Stred
Juh7IlKkDn_,sale,"4-room apartment",105,"partially renovated","okres Liptovský Mikuláš","Liptovský Hrádok",Belánska
JuN8mAtD42x,rent,"3-room apartment",60,"fully renovated","okres Čadca",Klubina,Klubina
JujdOeJ69tb,sale,"3-room apartment",76,unrenovated,"okres Martin",Martin,Jahodníky
Jun8HaIrjPB,rent,"3-room apartment",72,"fully renovated","okres Dolný Kubín","Dolný Kubín","Veľký Bysterec"
JuuKYbAy2In,sale,"3-room apartment",74,"partially renovated","okres Martin",Martin,Ľadoveň
JuZ6EDDylkC,rent,"3-room apartment",85,"fully renovated","okres Žilina",Žilina,"Staré mesto"
JuuQTLwI4_c,sale,"1-room apartment",37,"new construction","okres Žilina",Žilina,"Staré mesto"
JuKXwWNmxYg,sale,"2-room apartment",62,"fully renovated","okres Žilina",Žilina,Hájik
JutKizwTOP3,sale,"3-room apartment",86,"fully renovated","okres Žilina",Žilina,"Staré mesto"
Juki5wHUVn2,sale,"4-room apartment",76,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová"
Ju_PmXVPtoo,sale,"2-room apartment",55,unrenovated,"okres Žilina",Žilina,Hliny
JuaWfCrgS3s,sale,"4-room apartment",101,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
Ju1cdYuex4G,sale,"3-room apartment",79,"new construction","okres Dolný Kubín","Dolný Kubín",Stred
Ju6cRlkmMC_,rent,"1-room apartment",28,"fully renovated","okres Dolný Kubín",Istebné,Istebné
JuFBiuRLpoy,rent,"2-room apartment",55,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
JuJEoP397IJ,sale,"3-room apartment",73,"new construction","okres Ružomberok","Liptovská Teplá","Liptovská Teplá"
JuCISBa6iwp,sale,"2-room apartment",68,unrenovated,"okres Ružomberok",Ružomberok,Roveň
JuQZcPPu9nd,sale,maisonette,175,"new construction","okres Žilina",Žilina,"Staré mesto"
JuYHImgOHO_,sale,"3-room apartment",105,"under construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuIgM2fUqeh,rent,"2-room apartment",54,"fully renovated","okres Martin",Martin,Podháj
JuQydtvhuaC,sale,"3-room apartment",70,"fully renovated","okres Tvrdošín",Tvrdošín,Medvedzie
Ju6JFF73eZc,sale,"4-room apartment",84,"partially renovated","okres Žilina",Žilina,Hliny
JupURRP8axF,sale,"4-room apartment",105,"new construction","okres Žilina",Žilina,"Staré mesto"
Ju5Pax6FaXd,sale,"2-room apartment",65,unrenovated,"okres Žilina",Žilina,Hliny
Juh13qbi4yL,sale,"2-room apartment",63,"new construction","okres Žilina",Žilina,Hájik
JurbbuyjxWx,rent,"3-room apartment",132,"new construction","okres Žilina",Žilina,"Staré mesto"
JuPkeS3sVco,sale,"2-room apartment",56,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuqmZcqjzL5,sale,"2-room apartment",45,"development project","okres Žilina",Žilina,"Staré mesto"
JuRJMz106O3,sale,"holiday apartment",37,"under construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia"
Junr7vOGfgp,sale,"holiday apartment",46,"new construction","okres Ružomberok",Bešeňová,Bešeňová
JuhrMWK4tz6,sale,"3-room apartment",120,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
Jug-_AT8Wmt,sale,"3-room apartment",72,"partially renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuT4OhvaBo8,sale,"4-room apartment",140,"new construction","okres Žilina",Žilina,"Staré mesto"
JuXxgiFzaw2,sale,"holiday apartment",36,"development project","okres Žilina",Terchová,Terchová
Juta8FGg1ms,sale,"4-room apartment",130,"new construction","okres Žilina","Rajecké Teplice","Rajecké Teplice"
JutRcPoSw48,sale,"3-room apartment",76,"partially renovated","okres Žilina",Žilina,Vlčince
JunhLdbpvMU,sale,"3-room apartment",74,"new construction","okres Martin",Martin,Stred
JuAo_CCFbGo,sale,"1-room apartment",38,"new construction","okres Martin",Martin,Priekopa
JuIcnUNxIlt,sale,"2-room apartment",57,unrenovated,"okres Martin",Martin,Košúty
JuroNkYo0Ud,sale,"3-room apartment",74,"partially renovated","okres Martin",Vrútky,"Horné Vrútky"
JuSS030a7te,rent,"1-room apartment",41,"fully renovated","okres Žilina",Žilina,Vlčince
JuoB7gmYVp_,sale,"2-room apartment",73,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
Juw2GAhwVDz,sale,"3-room apartment",76,"fully renovated","okres Martin",Martin,Záturčie
JuNxbiZtMJl,sale,"2-room apartment",62,"partially renovated","okres Žilina",Žilina,Hliny
Ju93xLSe03c,rent,"1-room apartment",30,"partially renovated","okres Martin",Martin,Záturčie
Ju8y_HCffnI,sale,"studio apartment",26,"partially renovated","okres Čadca",Čadca,Žarec
JuDpUKm1R87,sale,"3-room apartment",102,"under construction","okres Martin",Martin,Jahodníky
JuyticuaW7A,sale,"3-room apartment",64,"under construction","okres Ružomberok",Ružomberok,Roveň
JutwTj3bM_v,sale,"2-room apartment",51,"fully renovated","okres Martin",Martin,Sever
JuRvQ8h5ljK,rent,"3-room apartment",72,"fully renovated","okres Žilina",Žilina,Vlčince
Ju-D0j5Tx8q,sale,"3-room apartment",63,"partially renovated","okres Martin",Martin,Sever
JuqL8yAiSJt,rent,"2-room apartment",43,"new construction","okres Čadca","Krásno nad Kysucou",Kalinov
Juaqewf1vyV,sale,"3-room apartment",73,"new construction","okres Martin",Martin,Košúty
JufCUUh8n1P,sale,"3-room apartment",60,"partially renovated","okres Ružomberok",Ružomberok,Baničné
JuEOy8Ch_fK,sale,"4-room apartment",128,"new construction","okres Žilina",Žilina,Vlčince
JuAjD-DNY5d,sale,"studio apartment",21,"fully renovated","okres Žilina",Žilina,Vlčince
JuXBeof4cBw,sale,"3-room apartment",123,"development project","okres Ružomberok",Ružomberok,Baničné
JuCHpapFKG8,rent,"2-room apartment",48,"new construction","okres Martin",Martin,Záturčie
JufBWbzCmcn,sale,"4-room apartment",100,"partially renovated","okres Martin",Martin,Stred
JuN-wthtGNF,sale,"3-room apartment",143,"under construction","okres Žilina",Žilina,Hájik
Ju54zsovXgd,rent,"3-room apartment",63,"partially renovated","okres Žilina",Žilina,Hliny
JuZqmgmus3f,sale,"3-room apartment",70,"partially renovated","okres Martin",Turany,Turany
JuUygteSgA9,rent,"2-room apartment",50,"partially renovated","okres Žilina",Žilina,"Staré mesto"
JuEhBGLGdyB,sale,"3-room apartment",65,"partially renovated","okres Martin",Martin,Košúty
Juhy56IDgaZ,sale,"2-room apartment",55,"fully renovated","okres Martin",Martin,Podháj
Ju8yXfa5xfL,sale,"3-room apartment",61,"partially renovated","okres Ružomberok",Ružomberok,Baničné
Jul5uPR1of1,sale,"2-room apartment",42,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuySZhvO7pX,sale,"3-room apartment",81,"new construction","okres Ružomberok",Ružomberok,"Staré mesto"
Ju4YZRhAzaf,sale,"studio apartment",32,"fully renovated","okres Žilina",Žilina,Bôrik
JuvxnqGhrvB,rent,"3-room apartment",75,"partially renovated","okres Čadca",Čadca,NULL
JudF4Y5NRYO,rent,"2-room apartment",39,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia"
JuAyS5TfUDQ,sale,"3-room apartment",79,unrenovated,"okres Žilina",Rajec,Rajec
JuWSXBSHA4W,rent,"studio apartment",27,"fully renovated","okres Čadca",Čadca,Žarec
JuSwv58uXFj,rent,"studio apartment",23,"fully renovated","okres Dolný Kubín","Dolný Kubín",Brezovec
JuSEGf_jb32,rent,"2-room apartment",58,"new construction","okres Námestovo","Oravské Veselé","Oravské Veselé"
JuiTYBIhgYl,sale,"3-room apartment",62,"fully renovated","okres Žilina",Žilina,Hájik
JuHOcENm8Ia,sale,"2-room apartment",50,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
Juf0d9bgzD3,sale,"4-room apartment",103,"fully renovated","okres Žilina",Rosina,Rosina
JucQo5vONzU,sale,"3-room apartment",70,"partially renovated","okres Žilina",Žilina,Solinky
JugZvx-B3PM,sale,"1-room apartment",34,"partially renovated","okres Dolný Kubín","Dolný Kubín",Banisko
Ju6YQzBpIXw,sale,"4-room apartment",79,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuFfQA7zSPP,sale,"3-room apartment",56,"partially renovated","okres Čadca","Nová Bystrica","Nová Bystrica"
JuTapZ_iKYW,sale,"3-room apartment",95,"fully renovated","okres Žilina",Žilina,"Staré mesto"
JudSBCw12x9,sale,"2-room apartment",58,"partially renovated","okres Žilina",Žilina,Vlčince
JujwaDNeJ1i,rent,"2-room apartment",60,"partially renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko
Jugv6VHMojr,sale,"3-room apartment",76,"partially renovated","okres Čadca",Čierne,Čierne
Jud2teyAuDu,sale,"1-room apartment",41,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Jusrma_M5xf,rent,"3-room apartment",72,"fully renovated","okres Žilina",Žilina,Solinky
Ju2WQT7unmV,sale,"4-room apartment",85,"fully renovated","okres Martin","Košťany nad Turcom","Košťany nad Turcom"
JuJvNTKAcv8,sale,"1-room apartment",35,"new construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
Ju8f-wmtjXf,sale,"3-room apartment",52,"fully renovated","okres Dolný Kubín","Dolný Kubín","Veľký Bysterec"
JuqcGRiE3sH,sale,"2-room apartment",69,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
Jue9scT0OOX,sale,"2-room apartment",70,"under construction","okres Martin",Martin,Jahodníky
JuauSxK_Grt,sale,"3-room apartment",65,unrenovated,"okres Dolný Kubín","Dolný Kubín","Veľký Bysterec"
JuETFY0yocs,rent,"3-room apartment",52,"fully renovated","okres Žilina",Žilina,Hliny
JucHYWmAD9T,sale,"2-room apartment",53,"partially renovated","okres Tvrdošín",Nižná,Nižná
Juh6SSze_tY,sale,"3-room apartment",71,"fully renovated","okres Čadca",Staškov,Staškov
Ju5yq04Fo6g,sale,"holiday apartment",37,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
JuUEgGZy7bV,sale,"holiday apartment",54,"development project","okres Žilina",Terchová,Terchová
Juo8y036wNc,rent,"2-room apartment",57,"fully renovated","okres Bytča",Bytča,"Veľká Bytča"
JuPeIRhvo6g,rent,"2-room apartment",52,"new construction","okres Martin",Martin,Stred
Juq3ES8kVdO,rent,"2-room apartment",74,"fully renovated","okres Martin",Martin,Stred
Ju6GKonKAZ1,sale,"holiday apartment",42,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
JupL8ZjnO78,rent,"1-room apartment",39,"fully renovated","okres Žilina",Žilina,Vlčince
JuzI-cY3VGB,rent,"2-room apartment",60,"partially renovated","okres Žilina",Žilina,"Staré mesto"
Jurvisl8PBq,rent,"2-room apartment",75,"new construction","okres Martin",Martin,Stred
JuaFgvo5Zms,sale,"3-room apartment",91,unrenovated,"okres Martin",Martin,Stred
JuZWfK8jXMU,sale,"2-room apartment",72,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
Ju-TqbMGsYQ,sale,"1-room apartment",30,"partially renovated","okres Martin",Vrútky,NULL
JuV4el-7B8H,sale,"3-room apartment",90,"new construction","okres Žilina",Žilina,"Staré mesto"
JuC3qFxZRHA,rent,"2-room apartment",63,"fully renovated","okres Martin",Martin,Stred
JuMvMAnJyAh,sale,"2-room apartment",49,"new construction","okres Martin",Martin,Stred
JuOtmAhAnN-,rent,"3-room apartment",80,"fully renovated","okres Žilina",Žilina,"Staré mesto"
Ju2vUj8wFP4,sale,"2-room apartment",45,"new construction","okres Liptovský Mikuláš","Malé Borové","Malé Borové"
Ju3mlVUzkyZ,sale,"2-room apartment",62,"new construction","okres Martin",Sučany,Sučany
JuogofXpdYk,sale,"holiday apartment",26,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
Ju6MtpU11Ir,sale,"3-room apartment",66,"fully renovated","okres Martin",Príbovce,Príbovce
Ju7oSLy3Fih,sale,"holiday apartment",63,"new construction","okres Ružomberok",Ružomberok,Hrabovo
JuuGHfugsJe,rent,"2-room apartment",41,"new construction","okres Žilina",Terchová,Terchová
JuK1Ou62x1-,rent,"2-room apartment",NULL,"fully renovated","okres Martin",Martin,Stred
JubVv2aiyY0,sale,"4-room apartment",67,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
JuhBe2gFJxv,sale,"4-room apartment",NULL,"new construction","okres Žilina",Žilina,Hliny
Juw-fZcag7r,sale,"3-room apartment",138,"new construction","okres Žilina",Žilina,Hájik
JuTBd7ApfBa,sale,"1-room apartment",38,"new construction","okres Martin",Martin,Priekopa
JuUG1bLiAAp,sale,"2-room apartment",45,"new construction","okres Bytča","Veľké Rovné","Veľké Rovné"
JudWP4utpDg,sale,"1-room apartment",30,"partially renovated","okres Čadca",Čadca,Centrum
JuajpkZsNxA,sale,"4-room apartment",80,"partially renovated","okres Ružomberok",Ružomberok,"Staré mesto"
Jum1UMzjJKg,sale,"2-room apartment",43,"fully renovated","okres Čadca",Staškov,Staškov
Ju4BxKT1MU9,sale,"holiday apartment",31,"new construction","okres Žilina","Rajecké Teplice","Rajecké Teplice"
JuQ9TAROpsL,sale,"3-room apartment",74,"fully renovated","okres Čadca",Čadca,Centrum
JuTSuAfPUaV,sale,"holiday apartment",73,"under construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Juqt_RyaYSM,sale,"4-room apartment",79,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuxOi4dlZ8Z,rent,"2-room apartment",58,"partially renovated","okres Martin",Martin,Košúty
JuPxUBuwHJ4,sale,"4-room apartment",272,"new construction","okres Žilina",Žilina,Hliny
JuWJdu9GaUY,sale,"2-room apartment",47,"new construction","okres Žilina",Kunerad,Kunerad
JuxSKEPCvI9,rent,"1-room apartment",40,"new construction","okres Čadca",Oščadnica,Oščadnica
Juk34S4WJno,sale,"3-room apartment",115,unrenovated,"okres Žilina",Žilina,Hliny
JuBHdW0whmB,sale,"3-room apartment",66,"partially renovated","okres Martin",Martin,Ľadoveň
Ju0roQQA2MK,sale,"holiday apartment",37,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JugFcThrxWKY,sale,"3-room apartment",60,"new construction","okres Liptovský Mikuláš",Ľubeľa,Ľubeľa
JumIry3ptkT,rent,"2-room apartment",63,"new construction","okres Námestovo",Mútne,Mútne
JuJkIhlhMxu,rent,"3-room apartment",71,"partially renovated","okres Čadca",Čadca,Kyčerka
JuJvkR7cHC5,sale,"3-room apartment",90,"partially renovated","okres Martin",Lipovec,Lipovec
JuPAGeZeFHi,sale,"2-room apartment",50,unrenovated,"okres Dolný Kubín","Dolný Kubín",Brezovec
JuFc31jRHf3,sale,"2-room apartment",65,"fully renovated","okres Žilina",Žilina,Vlčince
Jux8wTB74lK,sale,"3-room apartment",68,unrenovated,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuHzNQ7Qr-d,sale,"3-room apartment",76,unrenovated,"okres Martin",Martin,Jahodníky
JuWNJll5MyrA,sale,"3-room apartment",88,"new construction","okres Žilina",Žilina,Vlčince
JunnDIKOU8H,rent,"2-room apartment",64,"new construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko
JuvSfTkJipf,sale,"2-room apartment",58,"development project","okres Ružomberok",Ružomberok,Baničné
Ju1CJs1XMWM,rent,"2-room apartment",49,"new construction","okres Martin",Martin,Stred
Ju52OxQfZ-e,rent,"3-room apartment",73,"fully renovated","okres Dolný Kubín","Dolný Kubín",Brezovec
JulIgw-I980,sale,"studio apartment",27,"new construction","okres Liptovský Mikuláš","Pavčina Lehota","Pavčina Lehota"
JutKisdKgjR,sale,"2-room apartment",57,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JulDE6qv7sX,sale,"4-room apartment",180,unrenovated,"okres Žilina",Žilina,"Staré mesto"
Ju_WUvCjVPC,sale,"holiday apartment",41,"fully renovated","okres Ružomberok",Bešeňová,Bešeňová
JuI7RPoOfX3,sale,"3-room apartment",70,"partially renovated","okres Čadca",Turzovka,Stred
Jug8bqAUxzc,sale,"2-room apartment",50,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
JuNYFhhNxB9,sale,"holiday apartment",44,"new construction","okres Martin",Martin,Stred
JuTJKH0pdjPh,sale,"4-room apartment",91,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",NULL
