offer_id,property_type,terrain,location_district,location_city,location_area
JuHjoC-ETw9,land,flat,"okres Ružomberok",Likavka,Likavka
JucXLuegzy5,land,"gently sloped","okres Bytča",Štiavnik,Štiavnik
JuaD2PNZ2ay,land,"gently sloped","okres Čadca",Korňa,Korňa
JujKWinPkki,land,"mostly flat","okres Čadca",Oščadnica,Oščadnica
JueoLey_u82,land,flat,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec"
Ju_mTTZVoJx,land,"gently sloped","okres Žilina","Kotrčiná Lúčka","Kotrčiná Lúčka"
JuRt0myx8AI,land,flat,"okres Čadca",Raková,Raková
JuxqXS7gyRr,land,NULL,"okres Žilina","Dolný Hričov","Dolný Hričov"
Juht1btctzZ,land,flat,"okres Čadca",Turzovka,Predmier
JuJf2fmgFtM,land,NULL,"okres Martin",Valča,Valča
JuVqVOpkjj1,land,NULL,"okres Martin",Martin,Záturčie
JuUl164inch,land,other,"okres Liptovský Mikuláš",Ižipovce,Ižipovce
JuYIPkTCQff,land,flat,"okres Žilina",Žilina,Bôrik
JuBBCee0nxo,land,"gently sloped","okres Čadca",Raková,Raková
JuuuoTcUpiv,land,NULL,"okres Liptovský Mikuláš",Malatíny,Malatíny
JuYADQBEJQK,land,NULL,"okres Žilina",Strečno,Strečno
Ju0fo_oieoh,land,other,"okres Čadca",Korňa,Korňa
JuPHlOJ8jWO,land,NULL,"okres Dolný Kubín",Veličná,Veličná
JudmThIv8pi,land,NULL,"okres Žilina",Zbyňov,Zbyňov
JuWbfEDE4eQ,land,flat,"okres Martin",Martin,Podháj
JuSx0xp8txp,land,sloped,"okres Martin","Turčianske Kľačany","Turčianske Kľačany"
JuUy9icWXXx,land,NULL,"okres Liptovský Mikuláš",Gôtovany,Gôtovany
Ju7Ywnw6_Bk,land,"gently sloped","okres Žilina",Zbyňov,Zbyňov
JurPtkmJGHM,land,"gently sloped","okres Žilina",Žilina,Trnové
JutIg8nIDtY,land,flat,"okres Martin","Kláštor pod Znievom","Kláštor pod Znievom"
JuCc2IAocam,land,NULL,"okres Liptovský Mikuláš",Podtureň,Podtureň
Ju7iSwFbAaJ,land,"gently sloped","okres Žilina",Lietava,Lietava
JuUJvcqmSGz,land,flat,"okres Martin",Príbovce,Príbovce
JuHRIMSYVCE4,land,"gently sloped","okres Turčianske Teplice",Brieštie,Brieštie
Ju93D7kxk57,land,flat,"okres Čadca",Turzovka,Stred
JurcJ2k2neE,land,NULL,"okres Bytča",Súľov-Hradná,Súľov-Hradná
JuiSfM5MiE3,land,flat,"okres Martin",Martin,Priekopa
JutLp8axckym,land,"gently sloped","okres Čadca",Oščadnica,Oščadnica
JuCYY9E7vm0,land,NULL,"okres Námestovo","Oravské Veselé","Oravské Veselé"
Jur4zTPDBjU,land,NULL,"okres Žilina",Stráňavy,Stráňavy
JuKoA0CHMAn,land,NULL,"okres Žilina",Turie,Turie
JuHjqfxC4fX,land,"mostly flat","okres Žilina",Bitarová,Bitarová
Ju0N6saLXmx,land,"gently sloped","okres Bytča",Petrovice,Petrovice
Ju8TQv-MjJF,land,flat,"okres Martin",Martin,Stráne
JuaSPQ-WWc2,land,flat,"okres Turčianske Teplice","Malý Čepčín","Malý Čepčín"
Ju48Cz332dR,land,NULL,"okres Bytča",Bytča,"Bytča - sever"
JuzjY-k3id9,land,flat,"okres Žilina",Turie,Turie
Ju7IL3wpb9W,land,NULL,"okres Čadca",Raková,Raková
Ju5vA5Uv4Dw,land,flat,"okres Žilina",Rosina,Rosina
JuKY6m4zwWy,land,flat,"okres Žilina","Teplička nad Váhom","Teplička nad Váhom"
Jul0O76BpGg,land,sloped,"okres Martin",Martin,Stráne
Ju5YLNtCIvp,land,NULL,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa"
JuGs0JNeT94,land,"gently sloped","okres Liptovský Mikuláš","Liptovská Anna","Liptovská Anna"
JuJBQYv5uVc,land,NULL,"okres Martin",Martin,Záturčie
Ju0Lru91bls8,land,sloped,"okres Martin","Turčianske Jaseno","Turčianske Jaseno"
JuJNd1CrfWJ,land,NULL,"okres Kysucké Nové Mesto",Radoľa,Radoľa
Ju3X3Wu7oZN,land,"gently sloped","okres Dolný Kubín",Veličná,Veličná
JufStanr4w4,land,NULL,"okres Liptovský Mikuláš",Podtureň,Podtureň
JuWr2D7Iu3W,land,"gently sloped","okres Námestovo",Zákamenné,Zákamenné
JujdKV83oGm,land,flat,"okres Žilina","Dolný Hričov","Dolný Hričov"
JuTNX1DN12b,land,flat,"okres Žilina",Kľače,Kľače
JuEGNHbH38e,land,sloped,"okres Žilina",Žilina,Budatín
JuUul__8DQL,land,NULL,"okres Martin",Laskár,Laskár
Ju21Xr2V_AF,land,NULL,"okres Žilina",Žilina,Trnové
JuWW4q9AnNy,land,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Vitálišovce
JuUxR9kCtc9,land,"gently sloped","okres Dolný Kubín","Horná Lehota","Horná Lehota"
JuzEmUFhicY,land,flat,"okres Martin",Martin,"Kolónia Hviezda"
JucgwdqxbsLG,land,sloped,"okres Žilina",Žilina,Strážov
Juo_OtW5DNn,land,NULL,"okres Žilina",Turie,Turie
JuIxEHS21qj,land,NULL,"okres Ružomberok","Liptovský Michal","Liptovský Michal"
JudwIpu1_KR,land,flat,"okres Martin","Turčiansky Ďur","Turčiansky Ďur"
JutZ9u4w49X,land,NULL,"okres Námestovo","Oravské Veselé","Oravské Veselé"
Ju3gbFnsxzj,land,"gently sloped","okres Žilina",Divina,Divina
Ju-AMIyF1en,land,NULL,"okres Bytča",Jablonové,Jablonové
Juilp9keLdt,land,NULL,"okres Kysucké Nové Mesto","Lopušné Pažite","Lopušné Pažite"
Ju5EqGDbrv9,land,NULL,"okres Čadca",Podvysoká,Podvysoká
JuVnYv0MGhb,land,"gently sloped","okres Kysucké Nové Mesto","Horný Vadičov","Horný Vadičov"
Ju0A5SWcXU0,land,NULL,"okres Liptovský Mikuláš","Vyšná Boca","Vyšná Boca"
JunK6YyRJzr,land,NULL,"okres Liptovský Mikuláš","Svätý Kríž","Svätý Kríž"
Jus2h_zTLaE,land,flat,"okres Liptovský Mikuláš","Svätý Kríž","Svätý Kríž"
JuRDGTVaaYE,land,NULL,"okres Liptovský Mikuláš",Jamník,Jamník
JuaAqZtT-Nl,land,NULL,"okres Martin",Vrútky,"Dolné Vrútky"
JuIZ-_6smXF,land,"gently sloped","okres Čadca",Makov,Makov
Juuidu63ceb,land,NULL,"okres Žilina",Hôrky,Hôrky
Ju8fJuQfeqw,land,flat,"okres Martin","Dolný Kalník","Dolný Kalník"
JugKtMa2KWc,land,flat,"okres Žilina",Zbyňov,Zbyňov
JunMP_jTjvX,land,flat,"okres Kysucké Nové Mesto",Rudina,Rudina
JuMkkypcseP,land,"gently sloped","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Suľkov
JuyZQBxrqQr,land,NULL,"okres Kysucké Nové Mesto",Snežnica,Snežnica
JuhqDcjNAJB,land,"gently sloped","okres Dolný Kubín",Žaškov,Žaškov
JuD52DaFWEx,land,flat,"okres Liptovský Mikuláš",Jamník,Jamník
JuwmLXW6GAr,land,"gently sloped","okres Liptovský Mikuláš","Liptovské Beharovce","Liptovské Beharovce"
JunZs7mX2Hr,land,flat,"okres Liptovský Mikuláš","Partizánska Ľupča","Partizánska Ľupča"
Jur0-m7ixLR,land,"gently sloped","okres Žilina",Divina,Divina
JuIrw7O-EJl,land,flat,"okres Liptovský Mikuláš",Malatíny,Malatíny
Ju4f4j-Yy0S,land,flat,"okres Žilina",Žilina,Trnové
JuFl-uxAAfA,land,NULL,"okres Žilina",Žilina,Bôrik
JujQDiA2uup,land,"gently sloped","okres Čadca",Čadca,Podzávoz
JuaG4dc-Ff7B,land,NULL,"okres Žilina",Hôrky,Hôrky
Ju8Esr41W6Y,land,flat,"okres Čadca",Oščadnica,Oščadnica
Jud5jOQlY3b,land,NULL,"okres Dolný Kubín",Pucov,Pucov
JuY7QZv_rvd,land,flat,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec"
JuS4rgPD6x3,land,NULL,"okres Kysucké Nové Mesto",Nesluša,Nesluša
JufNsLwTyrG,land,"gently sloped","okres Martin",Martin,Tomčany
JuCeJvEPD_0,land,"gently sloped","okres Žilina",Lietava,Lietava
JuDEvr7ONsp,land,NULL,"okres Žilina","Dolný Hričov","Dolný Hričov"
JuGICOuIWEi,land,NULL,"okres Námestovo",Krušetnica,Krušetnica
JuZOnWEYPFE,land,NULL,"okres Dolný Kubín",Párnica,Párnica
Juq3D1w-q7E,land,"mostly flat","okres Martin",Belá-Dulice,Belá-Dulice
Juye6i7s5GK,land,NULL,"okres Čadca",Oščadnica,Oščadnica
Ju_fnU9p20E,land,"gently sloped","okres Žilina",Ovčiarsko,Ovčiarsko
JuWJNL9j7v1,land,"gently sloped","okres Liptovský Mikuláš",Trstené,Trstené
Ju0yrLUSkjq,land,"gently sloped","okres Žilina","Nezbudská Lúčka","Nezbudská Lúčka"
JubO9HcP4C7,land,flat,"okres Liptovský Mikuláš",Podtureň,Podtureň
JuyY6pWleh8,land,NULL,"okres Martin","Košťany nad Turcom","Košťany nad Turcom"
Ju2nlxPJxWn,land,NULL,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa"
JuTLgLBu59j,land,NULL,"okres Čadca",Skalité,Skalité
JuzRwokuDbj,land,NULL,"okres Liptovský Mikuláš",Vlachy,Vlachy
JuWrE_LeVuk,land,"gently sloped","okres Martin",Záborie,Záborie
JumZm9PSyYH,land,"gently sloped","okres Bytča",Bytča,Pšurnovice
JuG7FW7c5Gb,land,NULL,"okres Martin",Vrútky,"Karvaša a Bláhovca"
JulIpxSm_gw,land,"gently sloped","okres Dolný Kubín","Vyšný Kubín","Vyšný Kubín"
Ju7tRkb4O1-,land,"gently sloped","okres Kysucké Nové Mesto",Povina,Povina
Ju9tw1vQmR0,land,NULL,"okres Martin",Šútovo,Šútovo
JuDqwwocInw,land,NULL,"okres Martin",Lipovec,Lipovec
JuVPG71X4Wz,land,"mostly flat","okres Ružomberok",Ružomberok,Baničné
Ju3qLGqmZKr,land,flat,"okres Žilina","Kamenná Poruba","Kamenná Poruba"
JuNiupBfJ_W,land,flat,"okres Čadca",Oščadnica,Oščadnica
JulHoywVWzv,land,NULL,"okres Žilina",Žilina,Trnové
Ju81LTbk2gV,land,flat,"okres Bytča",Jablonové,Jablonové
JuSu12c9sEn,land,NULL,"okres Žilina",Kľače,Kľače
