offer_id,offer_type,property_type,area,condition,agency,office_city
Ju4H966Coro,sale,"1-room apartment",40,"fully renovated","OREA, s.r.o.","Dolný Kubín"
Ju6-B7-KyuQ,sale,"2-room apartment",44,"new construction","WFG reality, s.r.o.",Žilina
JuhnGApypwY,sale,"3-room apartment",92,"new construction",NULL,NULL
Ju7xovoPDxC,sale,"2-room apartment",67,"partially renovated","RE/MAX Slovakia",Bratislava
Ju_EiSHONLK,sale,"2-room apartment",46,"fully renovated","Realitná kancelária",Bratislava
JuNbmfaprZN,rent,"2-room apartment",56,"fully renovated","Reality Alpia",Martin
JukTLg0JPLo,sale,"2-room apartment",75,"fully renovated","ŽILINAREAL, s.r.o.",Žilina
Ju5nlrwa9YA,sale,"3-room apartment",204,"fully renovated","Vianema s.r.o.",Bratislava
JuxqWwCd3Bc,sale,"holiday apartment",42,"new construction","Reality Alpia",Martin
Ju-lEoc2XSC,sale,"3-room apartment",118,"new construction","ODEKO manažment s.r.o.",Žilina
JuPFzcSTrpI,sale,"2-room apartment",50,"fully renovated","MGM reality",Žilina
JuBGOlYijOs,sale,"3-room apartment",41,"fully renovated","FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuzSVrg19-5,sale,"3-room apartment",79,"new construction","OREA, s.r.o.","Dolný Kubín"
Ju4DmwiiW-b,sale,"4-room apartment",80,"under construction","Istrofinal, s. r. o.",Žilina
JuqfZpnefqB,rent,"3-room apartment",NULL,"fully renovated",NULL,NULL
Juu9JOj3Rtxf,sale,"3-room apartment",43,"fully renovated","FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuqrzDEx4zp,sale,"3-room apartment",96,"partially renovated","DRR INVEST, s. r. o.","Horný Hričov"
JuMDbkTFIEs,rent,"studio apartment",23,unrenovated,"Reality ASTORIA, s.r.o.",Martin
JuKOSky-gaQ,rent,"2-room apartment",55,"fully renovated","Fortio Popper s.r.o.",Bytča
Ju6HxyuWwow,sale,"3-room apartment",226,unrenovated,"RENOME REAL",Žilina
Jug-3hxWFLu,rent,"3-room apartment",53,"fully renovated","Realitné kancelárie SR",Bratislava
Ju7k48dIljM,sale,"2-room apartment",65,"fully renovated","HALO reality, s.r.o.",Prievidza
Jumh9UnxAYr,rent,"2-room apartment",59,"fully renovated","ROMDOM, s. r. o",Žilina
JuN_WBxnd6g,sale,"2-room apartment",45,"new construction",NULL,NULL
JujoQo2VGUJ,rent,"1-room apartment",47,"new construction","PRIMA reality s.r.o.",Žilina
JuVrf5-P_w2,sale,"2-room apartment",66,"partially renovated","Reality AK, spol. s r.o.",Martin
JuhprznFXvm,sale,"1-room apartment",42,"under construction","4FIN s.r.o.",Beluša
JubdDMCwkS-,sale,"2-room apartment",51,"fully renovated","Realitná kancelária DR, s.r.o.",Martin
Jur10DDDefn,rent,"2-room apartment",45,"fully renovated","Fortio Popper s.r.o.",Bytča
JuAFSeapxAr,sale,"4-room apartment",102,"new construction","ODEKO manažment s.r.o.",Žilina
JunM5Oyfta7,sale,"4-room apartment",84,"fully renovated","Direct Real, spol. s r.o.",Bratislava
JulljNn3BQ6,rent,"3-room apartment",76,"fully renovated","JKV REAL",Prievidza
Ju-DQSmNMMQ,sale,"4-room apartment",120,"fully renovated","Realitná kancelária RED, s.r.o.",Žilina
Juzy2CD4C3Q,sale,"3-room apartment",76,"under construction",NULL,NULL
JuyFJFlxmNe,sale,"holiday apartment",40,unrenovated,"Reality Alpia",Martin
JudFUrfv3xN,sale,"2-room apartment",73,"new construction","OREA, s.r.o.","Dolný Kubín"
JuTZyCvuUzR,sale,"3-room apartment",65,unrenovated,"Reality ASTORIA, s.r.o.",Martin
Juip-IYlQVA,sale,"3-room apartment",80,unrenovated,"Realitná kancelária",Bratislava
JuRjoCvdqrS,rent,"3-room apartment",68,"fully renovated","Realitná kancelária",Bratislava
Jubh97mv2uS,sale,"2-room apartment",72,"fully renovated","RE/MAX Slovakia",Bratislava
JuX28I09sjk,rent,"3-room apartment",72,"fully renovated","TUreality s.r.o.",Žilina
JuC150gf4x0,rent,"3-room apartment",64,"new construction","Reality ASTORIA, s.r.o.",Martin
JuWE0lIaFPD,sale,"3-room apartment",91,unrenovated,"TUreality s.r.o.",Žilina
JuOHtDh4ssx,rent,"3-room apartment",81,"fully renovated","JKV REAL",Prievidza
JucmQgleApT,sale,"4-room apartment",127,"new construction","KORSO Project, s.r.o.",Žilina
Juwx2mgp7mc,sale,"3-room apartment",64,"partially renovated","Reality AK, spol. s r.o.",Martin
Juefy0T6TSp,sale,"4-room apartment",113,"partially renovated","Safe reality s. r. o.",Žilina
JuOlH8L9nB_,sale,"2-room apartment",49,"new construction","Reinoo a.s.",Žilina
JuP6ftsrJ5D,sale,"2-room apartment",71,"new construction",NULL,NULL
JuXhj_2xCZd,sale,"3-room apartment",84,"fully renovated","B10 Slovensko, a. s.",Žilina
JuFDFkP8ndy,sale,"1-room apartment",38,"new construction","WFG reality, s.r.o.",Žilina
Ju99QRQeIB6,rent,"1-room apartment",32,"fully renovated","Reality Alpia",Martin
Ju0vPaBxKXU,sale,"2-room apartment",66,"fully renovated","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuY5LGMMCXw,rent,"commercial space",2000,"new construction","iO Partners Slovakia s.r.o.",Bratislava
Jul_zSmXyuk,sale,"3-room apartment",74,"new construction","Realitná kancelária RED, s.r.o.",Žilina
Juc13_FCZgH,rent,maisonette,100,unrenovated,"GERT , s.r.o.","Liptovský Mikuláš"
JuTx27ZW8X8,sale,"holiday apartment",40,"under construction","RK SPIRIT s.r.o.","Liptovský Mikuláš"
Jun0m0ZrnOH,sale,"holiday apartment",74,"under construction","Tatry mountain resorts, a.s.","Liptovský Mikuláš"
JuIW7C6rFGH,sale,"3-room apartment",70,"partially renovated","LIF REAL",Martin
JupsSzyT0cr,rent,"2-room apartment",32,"fully renovated","Reality AK, spol. s r.o.",Martin
JuL2iQbOhc4,sale,"holiday apartment",64,"new construction","KUBALA REALITY, s.r.o.",Čadca
JuDUhZhbscW,rent,"3-room apartment",59,"new construction",NULL,NULL
JuU_yP2Leq5,sale,"2-room apartment",70,"partially renovated","ROMDOM, s. r. o",Žilina
JudTzF1WzhJ,rent,"2-room apartment",58,"partially renovated",NULL,NULL
JuZZDPtR2IXg,rent,"1-room apartment",65,"new construction","PRIMA reality s.r.o.",Žilina
Ju6CbHXXMaR,rent,"2-room apartment",48,"new construction","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuJyLb9uZkF,rent,"2-room apartment",63,"fully renovated","FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuZsnFqHRPo,sale,"4-room apartment",111,unrenovated,"MGM reality",Žilina
JubcX2eX1Ec,rent,"2-room apartment",42,"new construction",NULL,NULL
JuHVIRVpUCc,sale,"holiday apartment",75,"fully renovated","RK SPIRIT s.r.o.","Liptovský Mikuláš"
JuTmTC_fKnC,sale,"holiday apartment",57,"new construction","YNI reality",Žilina
Ju43Fk0eYYh,rent,"3-room apartment",72,"fully renovated","1. Reality Rent, s.r.o.",Žilina
JuN7uIfPm4u,rent,"3-room apartment",57,"new construction","AnoReal, s.r.o.",Stráňavy
JuunJga2z_k,sale,"2-room apartment",81,"new construction","RE/MAX Slovakia",Bratislava
JuAChQKUc2K,rent,"3-room apartment",80,"fully renovated","Reality Center, s.r.o.",Martin
Ju0haPUlmUa,sale,"3-room apartment",NULL,"new construction",NULL,NULL
JuMd5Se4xMY,sale,"3-room apartment",65,"fully renovated","Realitná kancelária",Bratislava
JusbD5cQ3a4,sale,"3-room apartment",69,"partially renovated","B10 Slovensko, a. s.",Žilina
JuM34gAq3oh,rent,"3-room apartment",90,"new construction","SLNOVRAT, s.r.o.",Olešná
JuMB3dfOXp8,sale,"3-room apartment",82,"fully renovated","AstonReal s.r.o.","Banská Bystrica"
JubzWbhcDfO,sale,"3-room apartment",60,unrenovated,"TUreality s.r.o.",Žilina
JuVAMiylcZs,sale,"holiday apartment",59,"new construction","RK SPIRIT s.r.o.","Liptovský Mikuláš"
JunEHNrbeFP,sale,"holiday apartment",42,"fully renovated","GERT , s.r.o.","Liptovský Mikuláš"
JuUPtRtKqg1,rent,"holiday apartment",27,unrenovated,"Realitné kancelárie SR",Bratislava
Juqo7TnYgwu,sale,"3-room apartment",87,"new construction","Direct Real, spol. s r.o.",Bratislava
JuS-j-NozyD,rent,"3-room apartment",85,"new construction","Realitná kancelária RED, s.r.o.",Žilina
Ju6448VMXkm,rent,"2-room apartment",62,"fully renovated","TUreality s.r.o.",Žilina
Ju1i5P66bxL,sale,"4-room apartment",84,"fully renovated","Realitná kancelária",Bratislava
JuYIUYhGIcc,sale,"3-room apartment",69,"partially renovated","Realitné kancelárie SR",Bratislava
JuNO1HdGb3E,sale,"2-room apartment",55,"fully renovated","Buby reality, s.r.o.",Žilina
JuR_dv_w6nb,rent,"3-room apartment",68,"fully renovated","Reality Turiec s.r o.",Martin
JulFrto6Z8R,sale,"holiday apartment",34,"new construction","Tatra Invest",Podtureň
Ju3o-SF0dKF,sale,"1-room apartment",38,"new construction","WFG reality, s.r.o.",Žilina
Juena3XeNrr,sale,"2-room apartment",50,"new construction","Direct Real, spol. s r.o.",Bratislava
JuvUgr_LkF7,sale,"3-room apartment",62,"new construction","Bosen Group s.r.o.",Bratislava
Ju-oP3i-Pkz,sale,"3-room apartment",73,"new construction","Reality ASTORIA, s.r.o.",Martin
JuEWaQqDH0I,sale,"2-room apartment",37,"fully renovated","Reality Center, s.r.o.",Martin
JuqQMoNXFYc,sale,"3-room apartment",114,"partially renovated","Reality Center, s.r.o.",Martin
Ju6LKRO0_U9,sale,"2-room apartment",54,"fully renovated","Realitná kancelária RED, s.r.o.",Žilina
Ju_TYGvbGhv,sale,"holiday apartment",76,"new construction","RESIDENCE realitná kancelária","Liptovský Mikuláš"
Juq7WGTR85M,sale,"2-room apartment",63,"partially renovated","HD reality group s.r.o","Banská Bystrica"
JuOvpv4GR0X,sale,"2-room apartment",79,"fully renovated","BeMi realitná kancelária",Nitra
Ju65g8tl_o6,rent,"2-room apartment",55,"fully renovated","Fortio Popper s.r.o.",Bytča
Ju7s-G2xWRrv,sale,"2-room apartment",28,"new construction","OREA, s.r.o.","Dolný Kubín"
Jur9DmBKE6k,rent,"3-room apartment",65,"partially renovated",NULL,NULL
Juethr02QAh,rent,"3-room apartment",55,"fully renovated","OREA, s.r.o.","Dolný Kubín"
JuRPpAPhQaY,rent,"3-room apartment",82,"fully renovated","Realitná kancelária RED, s.r.o.",Žilina
JuXIhW2sDRX,sale,"4-room apartment",87,"partially renovated","Direct Real, spol. s r.o.",Bratislava
JukVWGCXzBK,rent,"3-room apartment",86,"fully renovated","MGM reality",Žilina
JuA1hP6Bd3t,sale,"4-room apartment",118,"fully renovated",G-REAL,"Liptovský Mikuláš"
JunJ76UrnXo,sale,"2-room apartment",54,"partially renovated","FINREA - ak vám záleží na výsledku","Dolný Kubín"
Juy4b8nUUh5,sale,"3-room apartment",72,"partially renovated","TARGETreal s. r. o.",Žilina
JuoKym-eugj,sale,"holiday apartment",47,"fully renovated","Reality Alpia",Martin
JuxugnKSQZO,sale,"2-room apartment",45,"new construction","RE/MAX Slovakia",Bratislava
Ju0Ee02A6Iy,sale,"2-room apartment",60,"new construction","HMS Services, a. s.",Žilina
JuZUv2TX6Jz,sale,"holiday apartment",31,"fully renovated","Reality Alpia",Martin
Ju-GH82Bvcv,sale,"3-room apartment",80,"partially renovated","ŠIRINY, s.r.o.",Zvolen
JumwKAHAQZ-,sale,"holiday apartment",147,"new construction","RIEŠIME BÝVANIE",Bratislava
Ju36lkCzKpS,sale,"2-room apartment",50,"fully renovated","NajBývanie, s.r.o.",Ružomberok
JuVL9EcWc2t,rent,"2-room apartment",55,"fully renovated","Fortio Popper s.r.o.",Bytča
JuXRr8c0-gp,sale,"holiday apartment",25,"new construction","KRUPPKY, s.r.o.","Liptovský Mikuláš"
JuUYkSiI3DC,sale,"holiday apartment",NULL,"new construction","ARCHEUS Partners a.s.",Bratislava
JuqLWeKD7Wh,sale,"2-room apartment",50,unrenovated,liptoreal,"Liptovský Mikuláš"
Juq8LRZ6yKQ,sale,"3-room apartment",68,unrenovated,"AstonReal s.r.o.","Banská Bystrica"
Ju_IKpLJHsv,sale,"holiday apartment",31,"fully renovated","OREA, s.r.o.","Dolný Kubín"
JugAp1u_qk1,rent,"studio apartment",22,"fully renovated","EASY centrum bývania, s.r.o.",Žilina
JuJPy3KQ41X,rent,"2-room apartment",52,"new construction","Reality Alpia",Martin
Ju_bbWxDvZ7,rent,"1-room apartment",38,"fully renovated","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuuKGKckyxy,sale,"3-room apartment",68,"partially renovated","Reality MT s.r.o.",Martin
Ju7lyYOfLaW,sale,"1-room apartment",43,unrenovated,"RIEŠIME BÝVANIE",Bratislava
Ju7UlN5liG9,sale,"3-room apartment",96,"new construction","Buby reality, s.r.o.",Žilina
JuVUnBR3tKh,sale,"2-room apartment",74,"new construction","Realitná kancelária RED, s.r.o.",Žilina
JuQBqq7Pwpu,rent,"2-room apartment",85,"fully renovated","Realitná kancelária RED, s.r.o.",Žilina
Jux-89v_b-H,sale,"3-room apartment",75,"partially renovated","MGM reality",Žilina
JuRirU25uGC,sale,"4-room apartment",162,"fully renovated","Realitná kancelária RED, s.r.o.",Žilina
JuH61G00WWP,sale,"3-room apartment",73,"partially renovated","HALO reality, s.r.o.",Prievidza
JuzhlHJjU2y,sale,"3-room apartment",84,"new construction","Renovo Reality",Žilina
JuTPBH57dwB,sale,"4-room apartment",156,"development project","TATRA CITY RESIDENCE s. r. o.",Zvolen
JuA6AvNGWkt,sale,"2-room apartment",55,"fully renovated","XEMAR realitná spoločnosť s.r.o.","Banská Bystrica"
JuV3Qm6Wkc0,sale,"4-room apartment",84,"fully renovated","Buby reality, s.r.o.",Žilina
JuzpWPdpylQ,sale,"3-room apartment",88,"new construction","Reinoo a.s.",Žilina
JukmrMnXO9z,sale,"2-room apartment",57,unrenovated,"ALFA SALUTO REAL s.r.o",Bratislava
JuYVsYrHNhK,sale,"3-room apartment",70,"partially renovated","Ing.Zuzana Paverová","Turčianske Teplice"
JulaIQCE-Uz,rent,"2-room apartment",51,"new construction","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuVfkYvfV4D,sale,"holiday apartment",84,"new construction","Financial Hotels Management, s.r.o.",Žilina
JuXClsCim_Y,rent,"3-room apartment",85,"partially renovated",NULL,NULL
JufDkMDnCvm,rent,"3-room apartment",79,"fully renovated","Stanislav Motyčík - MK",Žilina
JukJYQ0D3dC,sale,"3-room apartment",93,"partially renovated","TUreality s.r.o.",Žilina
JuF1TjEV1Ru,sale,"3-room apartment",63,"new construction","B10 Slovensko, a. s.",Žilina
JuNLjCrLJ47,sale,"other apartment type",200,unrenovated,"Reality MT s.r.o.",Martin
JuVvtE4iYcW,sale,"holiday apartment",39,"new construction","RK SPIRIT s.r.o.","Liptovský Mikuláš"
Ju8ym9e1pKJ,sale,"1-room apartment",40,"partially renovated","1. Reality Rent, s.r.o.",Žilina
JugsT-r1Fjq,sale,"studio apartment",25,unrenovated,"RECLOUD Reality a.s.",Bratislava
JuRvKY-BDAM,sale,"studio apartment",33,"partially renovated","HALO reality, s.r.o.",Prievidza
JuXB6L99RjI,rent,"2-room apartment",55,"new construction","MGM reality",Žilina
Ju6Fxzj1aPV,sale,"3-room apartment",72,"fully renovated","TARGETreal s. r. o.",Žilina
JuvyqEQLT9W,rent,"4-room apartment",100,unrenovated,"Reality Alpia",Martin
Ju8nwr--d8J,sale,"holiday apartment",87,"under construction","Tatry mountain resorts, a.s.","Liptovský Mikuláš"
JuB0hydoQt_,sale,"2-room apartment",79,"partially renovated","ADOMOS REAL s.r.o.",Košice
JuM_6zn3dEU,sale,"4-room apartment",89,"fully renovated","TARGETreal s. r. o.",Žilina
JuCSthEMyi8,sale,"4-room apartment",118,"partially renovated","R2 SK, s.r.o.",Žilina
JuUgt1O2AUN,sale,"2-room apartment",42,"new construction",NULL,NULL
JuNZ8PQ1HeL,sale,"3-room apartment",76,"partially renovated","AstonReal s.r.o.","Banská Bystrica"
JubK5ISUXOm,sale,"4-room apartment",77,"under construction","Istrofinal, s. r. o.",Žilina
JuktNGvsiwv,sale,"1-room apartment",38,"new construction","WFG reality, s.r.o.",Žilina
Ju5B5pSVvke,rent,"3-room apartment",72,"fully renovated","RIEŠIME BÝVANIE",Bratislava
JugR8pX-gZX,sale,"3-room apartment",69,"partially renovated","TUreality s.r.o.",Žilina
JumTQJJZB7H,sale,"3-room apartment",155,"partially renovated","TUreality s.r.o.",Žilina
JuaFAuw30OV,sale,loft,28,"partially renovated","Renovo Reality",Žilina
Ju-FXGTnvER,sale,"4-room apartment",83,unrenovated,"Reality Alpia",Martin
JuHXoN0ryfa,sale,"3-room apartment",86,unrenovated,"MGM reality",Žilina
JuYsJLbvRpN,sale,"2-room apartment",56,"fully renovated","1. Reality Rent, s.r.o.",Žilina
JuRYP3Oa6YZ,sale,"4-room apartment",150,"new construction","RK Dalmia s. r. o.","Dolný Kubín"
JuKfypJ44Pi,rent,"2-room apartment",50,"fully renovated","Trioreality, s.r.o.",Čadca
JuB63TyYdjm,sale,loft,60,"under construction","TATRA CITY RESIDENCE s. r. o.",Zvolen
JuwdDOrpGK5,sale,"4-room apartment",84,"fully renovated","Buby reality, s.r.o.",Žilina
JuQLJpNFPOX,rent,"1-room apartment",35,"partially renovated","FINREA - ak vám záleží na výsledku","Dolný Kubín"
JupfL7Qxmcc,rent,"3-room apartment",115,"new construction","STAREA, s. r. o.",Žilina
JuF5xNSQO5x,sale,"1-room apartment",38,"partially renovated","BeMi realitná kancelária",Nitra
Juk3yNZ7Eva,rent,"2-room apartment",60,"new construction","Realitná kancelária",Bratislava
JuiS9BjPEIo,sale,"2-room apartment",38,"new construction","HD reality group s.r.o","Banská Bystrica"
Jug3a9-mziM,sale,"2-room apartment",77,"new construction","RK SPIRIT s.r.o.","Liptovský Mikuláš"
JuZzvx283W0,rent,"1-room apartment",30,"fully renovated",NULL,NULL
Ju8DPYGWH3G,sale,"2-room apartment",39,"new construction","RK SPIRIT s.r.o.","Liptovský Mikuláš"
JuP5uFTNe1Q,rent,"3-room apartment",87,"new construction","KVArent, s.r.o.",Žilina
JuALKaJfivV,rent,"3-room apartment",70,unrenovated,"B10 Slovensko, a. s.",Žilina
Juns9vrGm9z,sale,"holiday apartment",61,"new construction","Occam New Home",Bratislava
JuviBInVrFn,rent,"1-room apartment",37,"fully renovated",NULL,NULL
JuqUuNNcs6x,rent,"2-room apartment",48,"new construction","RESIDENCE realitná kancelária","Liptovský Mikuláš"
Juy-j07S1W7,sale,"holiday apartment",69,"new construction","TARGETreal s. r. o.",Žilina
JuIG-Ap8rLX,sale,"3-room apartment",85,"new construction","OREA, s.r.o.","Dolný Kubín"
Ju3G8jSFFI9,rent,"2-room apartment",52,"new construction","JPE. Reality - Jozef Pajer",Čadca
JuQKqXinTqJ,sale,"3-room apartment",75,"new construction","ODEKO manažment s.r.o.",Žilina
Ju7FBuvMeEz,sale,"3-room apartment",63,"partially renovated","RIEŠIME BÝVANIE",Bratislava
Jus3m-rZi5G,rent,"2-room apartment",53,"fully renovated","Fortio Popper s.r.o.",Bytča
JuIV5E-BtYf,sale,"3-room apartment",99,"new construction","IDEÁLNE BÝVANIE, s.r.o.",Žilina
JuoJ6B-WiVu,sale,"2-room apartment",59,"new construction","RE/MAX Slovakia",Bratislava
JuCUhlSV9_h,sale,"4-room apartment",90,"partially renovated","YNI reality",Žilina
Juk5yDVhn6R,sale,"3-room apartment",73,unrenovated,NULL,NULL
Julv6O2K4io,rent,"2-room apartment",58,"partially renovated","B10 Slovensko, a. s.",Žilina
Ju1Hfz04CkU,sale,"3-room apartment",130,"new construction","RENOME REAL",Žilina
JuT66Fppd38,sale,"studio apartment",14,"fully renovated","RE/MAX Slovakia",Bratislava
Ju75IN_Zjx0,sale,"2-room apartment",55,"partially renovated","SLNOVRAT, s.r.o.",Olešná
JupU33o9uCP,sale,"1-room apartment",43,"new construction","RK SPIRIT s.r.o.","Liptovský Mikuláš"
JuxRPO2xwZZ,rent,"2-room apartment",54,"new construction","DreamReality s.r.o.",Žilina
Jugu2Y2-InX,rent,"2-room apartment",67,"partially renovated","Buby reality, s.r.o.",Žilina
JuxFFLySNPg,sale,"3-room apartment",71,"under construction","ODEKO manažment s.r.o.",Žilina
Ju7ymmOZXTG,sale,"1-room apartment",37,"new construction","WFG reality, s.r.o.",Žilina
JuPbmK8oIXM,sale,"2-room apartment",53,"new construction","STRATEGIC REALITY","Liptovský Mikuláš"
JuFA8PJP0f8,rent,"2-room apartment",59,"fully renovated","RE/MAX Slovakia",Bratislava
Juwwl8fsexY,sale,"holiday apartment",57,"fully renovated","Top Real Košice s.r.o.",Košice
JuziSU1LhLt,rent,"studio apartment",37,"new construction",NULL,NULL
JucVDDFBRT8,rent,"4-room apartment",93,"fully renovated","Fortio Popper s.r.o.",Bytča
JuANNBb14Ku,rent,"1-room apartment",28,"partially renovated","FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuKXYAqOf2e,sale,"holiday apartment",26,"new construction","RK SPIRIT s.r.o.","Liptovský Mikuláš"
Ju9bVHvcqcL,sale,"holiday apartment",62,"new construction","RIEŠIME BÝVANIE",Bratislava
Ju8feO0vuod,sale,"4-room apartment",86,"new construction","Realitná kancelária RED, s.r.o.",Žilina
